"class","random","adynamosa","p-value","d","magnitude"
"okhttp3.internal.http.HttpHeaders",0.65681127383255,0.823618242222893,0.000000000000000245395848847805,0,"large"
"umd.cs.shop.JSTerm",0.776041666666667,0.744921875,0.0000377878238369611,0.7675,"large"
"com.pmdesigns.jvc.tools.JVCParserTokenManager",0.216308470290771,0.389966390182233,0.00000000000000982800075491776,0,"large"
"com.alibaba.fastjson.parser.JSONReaderScanner",0.714046822742475,0.772279549718574,0.000000000000190377113606818,0.0432131495227996,"large"
"wheel.asm.FieldWriter",0.975313479623825,1,0.0000000245721173617375,0.227272727272727,"large"
"org.apache.commons.jxpath.ri.compiler.Path",0.924698081932276,0.930909911944006,0.000436909407329771,0.301758366420874,"medium"
"org.la4j.linear.GaussianSolver",0.997584541062802,1,0.504246537784881,0.486111111111111,"negligible"
"weka.classifiers.functions.supportVector.RegSMO",0.594174439535264,0.638813528667028,0.00000000000100209022060637,0.0369674185463659,"large"
"org.freehep.math.minuit.MnLineSearch",0.946666666666667,0.965311004784689,0.00000000000253675670905844,0.0924242424242424,"large"
"com.alibaba.fastjson.util.JavaBeanInfo",0.401143276693938,0.410342410893072,0.00000000000466391717987223,0.0725108225108225,"large"
"org.firebirdsql.jdbc.FBProcedureCall",0.883773021403683,0.895871985157699,0.000209532891136406,0.279379157427938,"medium"
"org.freehep.math.minuit.SimplexBuilder",0.869545454545455,0.915856236786469,0.00000000720428103616702,0.142441860465116,"large"
"org.freehep.math.minuit.MnHesse",0.967000835421888,0.972306653157717,0.073853185425937,0.393337066069429,"small"
"okio.RealBufferedSource",0.467429193899782,0.723813209494324,0.00000000000000593071376020591,0.000584795321637427,"large"
"org.freehep.math.minuit.MnFunctionCross",0.825178003332828,0.896894409937888,0.000000000000333031400602639,0.0441734417344173,"large"
"org.apache.bcel.util.Class2HTML",0.82141290039491,0.826415094339623,0.0272890728711969,0.381395348837209,"small"
"weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm",0.34392984379282,0.597208035410283,0.0000000926074353954681,0.16629711751663,"large"
"org.apache.bcel.generic.ConstantPoolGen",0.795537716916539,0.794478147827164,0.960588530344263,0.496596710153148,"negligible"
"okio.Utf8",0.444444444444444,0.444444444444444,NA,0.5,"negligible"
"org.apache.commons.jxpath.ri.model.beans.PropertyIterator",0.882580939352485,0.90266106442577,0.000067292407300601,0.250553709856035,"large"
"okhttp3.HttpUrl",0.841350601295097,0.847344750043245,0.250633611316328,0.428154825026511,"negligible"
"org.apache.commons.imaging.formats.tiff.TiffField",0.830058651026393,0.86494623655914,0.00000000000000000705265525661707,0,"large"
"okio.SegmentedByteString",0.768292682926829,0.950085082246171,0.00000000000000101867230373581,0.00311968235961429,"large"
"com.alibaba.fastjson.parser.DefaultJSONParser",0.267575267575268,0.357732732732733,0.0000000253876502250364,0.0790598290598291,"large"
"accessories.plugins.time.JDayChooser",0.771829521829522,0.790934065934066,0.0000219385027143205,0.20965250965251,"large"
"wheel.asm.ClassWriter",0.93433908045977,0.975637181409295,0.0000000000000331672100181001,0.0323369565217391,"large"
"com.google.re2j.RE2",0.94358552631579,0.936352509179927,0.044387317598576,0.624418604651163,"small"
"okio.Timeout",0.908139534883721,0.90625,0.489812518272921,0.53953488372093,"negligible"
"org.apache.commons.imaging.common.RationalNumber",0.919117647058823,0.958960328317373,0.000282036906994569,0.295500505561173,"medium"
"com.alibaba.fastjson.JSONArray",0.792355371900826,0.946881606765328,0.0000000000000059651001064001,0.0147991543340381,"large"
"okio.ByteString",0.959180666077218,0.972868217054264,0.00000000921736164263971,0.136255217650567,"large"
"org.firebirdsql.encodings.EncodingFactory",0.964102564102564,0.96386404293381,0.169943595290247,0.523255813953488,"negligible"
"weka.core.FindWithCapabilities",0.836032388663968,0.791812865497076,0.000000000000388992164079741,0.95,"large"
"org.apache.commons.jxpath.util.MethodLookupUtils",0.929611650485437,0.93252427184466,0.278040387247577,0.4340625,"negligible"
"us.codecraft.webmagic.model.PageModelExtractor",0.23841059602649,0.23841059602649,NA,0.5,"negligible"
"weka.gui.beans.Filter",0.406103286384977,0.425016005121639,0.00649835283153415,0.329545454545455,"medium"
"umd.cs.shop.JSPredicateForm",0.844967760022428,0.861161524500907,0.137380538142946,0.403080872913992,"small"
"com.google.re2j.Utils",0.980769230769231,0.980769230769231,NA,0.5,"negligible"
"okhttp3.CacheControl",0.905681818181818,0.948048780487805,0.00000000195519302607516,0.125554323725055,"large"
"org.apache.bcel.verifier.structurals.InstConstraintVisitor",0.070640756302521,0.0936664438502674,0.122480313226673,0.596861471861472,"small"
"com.google.gson.stream.JsonReader",0.716998643535375,0.722151424287856,0.309463308153682,0.43452380952381,"negligible"
"org.databene.jdbacl.SQLUtil",0.901118385160938,0.940982776089159,0.000000506881268271924,0.175824175824176,"large"
"wheel.asm.ClassReader",0.407961258049066,0.494142332575625,0.0000233813363109606,0.123447204968944,"large"
"okio.RealBufferedSink",0.859915611814346,0.87471600129828,0.0222750909239102,0.358689458689459,"small"
"org.javathena.login.Login",0.566187363834423,0.516577540106952,0.00000197794277398707,0.792676767676768,"large"
"com.google.gson.internal.LinkedHashTreeMap",0.503053435114504,0.549150958093161,0.0000184623863505102,0.234948979591837,"large"
"umd.cs.shop.JSJshop",0.239409499358151,0.511578947368421,0.00000000000000380804120754787,0.0202439024390244,"large"
"wheel.util.DynamicSelectModel",0.864102564102564,0.935714285714286,0.000000320897628358871,0.186289900575615,"large"
"com.google.re2j.Compiler",0.782456140350877,0.755027813436029,0.0265515343562856,0.648432055749129,"small"
"us.codecraft.webmagic.utils.DoubleKeyMap",0.898768809849521,0.929411764705882,0.00886725081382397,0.373385012919897,"small"
"com.google.re2j.CharClass",0.958695652173913,0.950800915331808,0.0116871361147929,0.662828947368421,"small"
"org.mozilla.javascript.Parser",0.407244233250464,0.441037658008515,0.000000000154951279105013,0.0941576857629041,"large"
"okio.Okio",0.760805860805861,0.707326007326007,0.00000724682270365048,0.783446712018141,"large"
"org.objectweb.asm.jip.MethodWriter",0.298598852603707,0.510922330097087,0.0000000000000123662550380925,0.0105113636363636,"large"
"com.google.re2j.Regexp",0.706176544136034,0.702300575143786,0.582919315120167,0.534613304488913,"negligible"
"com.pmdesigns.jvc.tools.JVCParser",0.482397086414303,0.54262443438914,0.0000000000000811630566282988,0.0436585365853659,"large"
"org.databene.jdbacl.DBUtil",0.636945486647539,0.72010388383898,0.0000000000000136958957782585,0.0260364004044489,"large"
"org.freehep.math.minuit.MnAlgebraicSymMatrix",0.927350427350427,0.918997668997669,0.100422468821285,0.604207758053912,"small"
"com.google.re2j.Simplify",0.528711484593838,0.53622668579627,1,0.5,"negligible"
"org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase",0.561115260144386,0.625288950531669,0.00000000180059827205878,0.112026862026862,"large"
"com.alibaba.fastjson.util.ASMUtils",0.439393939393939,0.439393939393939,NA,0.5,"negligible"
"com.alibaba.fastjson.util.IOUtils",0.670048701298701,0.692379568106312,0.00000680877219518869,0.220401691331924,"large"
"org.la4j.decomposition.EigenDecompositor",0.757130044843049,0.771564231073595,0.653352852642636,0.457647058823529,"negligible"
"org.jsecurity.web.DefaultWebSecurityManager",0.677069199457259,0.720729684908789,0.000000000173131541687959,0.115151515151515,"large"
"org.apache.commons.imaging.formats.bmp.BmpImageParser",0.270612384536435,0.296613068764968,0.000000057442388527502,0.134769905040175,"large"
"com.alibaba.fastjson.serializer.DateCodec",0.548145933014354,0.656390977443609,0.00000000014513277702978,0.0788961038961039,"large"
"com.google.re2j.Parser",0.647640465481545,0.622652959234668,0.000210857960069051,0.734977324263039,"medium"
"weka.classifiers.Evaluation",0.36885043263288,0.457884513508741,0.00000000000010852438905544,0,"large"
"okio.Buffer",0.681781701444623,0.794464236777199,0.0000000000000745137646140106,0.00338753387533875,"large"
"us.codecraft.webmagic.Site",0.864922206506365,0.891089108910891,0.00000000000000010208070013159,0.0119047619047619,"large"
"okhttp3.internal.tls.OkHostnameVerifier",0.121212121212121,0.136363636363636,0.000000000000000000031256271054039,0,"large"
"com.google.re2j.Unicode",0.865168539325843,0.865168539325843,NA,0.5,"negligible"
"umd.cs.shop.JSState",0.538287010777085,0.579111944965603,0.0000000000956459087692052,0.126416219439475,"large"
"us.codecraft.webmagic.Spider",0.613087248322148,0.609992542878449,0.962275733183862,0.491666666666667,"negligible"
"okhttp3.internal.tls.DistinguishedNameParser",0.0739798867182985,0.166635071090047,0.00036952972693674,0.299756097560976,"medium"
"com.alibaba.fastjson.util.TypeUtils",0.525653012911055,0.541635939942775,0.000558624366150751,0.258620689655172,"large"
"okio.Segment",1,0.99904214559387,0.297802033294806,0.513888888888889,"negligible"
"com.google.gson.internal.LinkedTreeMap",0.51125743415463,0.703757788161994,0.000000000000109805984860571,0.0499526515151515,"large"
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory",0.57165991902834,0.578542510121458,0.00540968139363922,0.327216066481994,"medium"
"org.la4j.linear.ForwardBackSubstitutionSolver",0.95959595959596,0.957983193277311,0.759129733196269,0.516934046345811,"negligible"
"org.freehep.math.minuit.MnMinos",0.46823347107438,0.755681818181818,0.00000000000220138182275169,0.0490430622009569,"large"
"com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager",0.507410661980082,0.607130693042329,0.0000000000000753907623779405,0.0226744186046512,"large"
"org.la4j.decomposition.SingularValueDecompositor",0.935202728306176,0.943539219401288,0.922898603579435,0.507134363852557,"negligible"
"weka.classifiers.CheckClassifier",0.844189877208745,0.862020279810037,0.00428240718273148,0.311507936507937,"medium"
"com.alibaba.fastjson.serializer.StringCodec",0.788971367974549,0.911193339500463,0.0000000000000109662332296333,0.0269849507005708,"large"
"org.la4j.matrix.dense.Basic1DMatrix",0.912912912912913,0.911111111111111,0.818481868149274,0.532432432432432,"negligible"
"com.soops.CEN4010.JMCA.JParser.JavaCharStream",0.813390313390313,0.889336917562724,0.00000000000255835995364579,0.010339123242349,"large"
"org.la4j.vector.sparse.CompressedVector",0.883689839572192,0.923529411764706,0.041014570793901,0.0454545454545455,"large"
"com.alibaba.fastjson.parser.JSONLexerBase",0.205423685349318,0.25223983459683,0.0000262299775284515,0.173864894795127,"large"
"org.la4j.matrix.sparse.CRSMatrix",0.83252427184466,0.858529819694868,0.0789485929588301,0.196428571428571,"large"
