"class","random","pdynamosa","p-value","d","magnitude"
"weka.gui.beans.Filter",0.486842105263158,0.551435406698565,0.000000000130649758977705,0.105519480519481,"large"
"umd.cs.shop.JSPredicateForm",0.407538802660754,0.447846889952153,0.0000000113066828919145,0.153080872913992,"large"
"com.google.re2j.Utils",0.612,0.72,0.0000000000000000191220333801116,0,"large"
"okhttp3.CacheControl",0.633522727272727,0.807491289198606,0.0000000000000014529149547532,0,"large"
"org.apache.bcel.verifier.structurals.InstConstraintVisitor",1,1,NA,0.5,"negligible"
"com.google.gson.stream.JsonReader",0.486607142857143,0.571875,0.000000130740386982099,0.168452380952381,"large"
"org.databene.jdbacl.SQLUtil",0.424986361156574,0.574721377912867,0.00000000000000517320967160944,0,"large"
"wheel.asm.ClassReader",0.210326086956522,0.533928571428571,0.0000000157806287759825,0,"large"
"okio.RealBufferedSink",0.42010582010582,0.490842490842491,0.000000000000000236540990655906,0.00284900284900285,"large"
"org.javathena.login.Login",0.227350427350427,0.282925407925408,0.000000000000000896329714679352,0.0095959595959596,"large"
"com.google.gson.internal.LinkedHashTreeMap",0.407352941176471,0.533613445378151,0.00000000000000163354182684762,0.010969387755102,"large"
"umd.cs.shop.JSJshop",0.17595818815331,0.185714285714286,0.00234415845483367,0.342439024390244,"small"
"wheel.util.DynamicSelectModel",0.302564102564103,0.559766763848397,0.00000000000000090409929003213,0.00287807430664574,"large"
"com.google.re2j.Compiler",0.5,0.5,NA,0.5,"negligible"
"us.codecraft.webmagic.utils.DoubleKeyMap",0.303488372093023,0.506666666666667,0.0000000000000378497129062155,0.034625322997416,"large"
"com.google.re2j.CharClass",0.429285714285714,0.457142857142857,0.0000000000435951097097787,0.125,"large"
"org.mozilla.javascript.Parser",0.331395348837209,0.428048780487805,0.00000000000000159701946990702,0.000567214974475326,"large"
"okio.Okio",0.356227106227106,0.413003663003663,0.000000000000650071528742454,0.0680272108843537,"large"
"org.objectweb.asm.jip.MethodWriter",0.314935064935065,0.713095238095238,0.000000000000000429870507158667,0,"large"
"com.google.re2j.Regexp",0.662790697674419,0.767441860465116,0.0000000110584626422392,0.172255273120606,"large"
"com.pmdesigns.jvc.tools.JVCParser",0.482384823848238,0.571111111111111,0.000000000338915486625631,0.178292682926829,"large"
"org.databene.jdbacl.DBUtil",0.0957374254049446,0.172457820337437,0.000000000000000402235731827277,0,"large"
"org.freehep.math.minuit.MnAlgebraicSymMatrix",0.339160839160839,0.551282051282051,0.00000000000000173700627570035,0,"large"
"com.google.re2j.Simplify",0.952380952380952,1,0.045398682640142,0.452380952380952,"negligible"
"org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase",0.482051282051282,0.6,0.0000000466292177088296,0.230769230769231,"large"
"com.alibaba.fastjson.util.ASMUtils",0.333333333333333,0.333333333333333,NA,0.5,"negligible"
"com.alibaba.fastjson.util.IOUtils",0.611570247933884,0.666666666666667,0.0000000000000145245740191558,0.0681818181818182,"large"
"org.la4j.decomposition.EigenDecompositor",0.408,0.6,0.0000000681131324965947,0.06,"large"
"org.jsecurity.web.DefaultWebSecurityManager",0.188871473354232,0.378544061302682,0.00000000000000000347058824292172,0,"large"
"org.apache.commons.imaging.formats.bmp.BmpImageParser",0.0408742075408742,0.0512178845512179,0.000130879243743619,0.328707085463842,"medium"
"com.alibaba.fastjson.serializer.DateCodec",0.590909090909091,0.6,0.210810096277826,0.477272727272727,"negligible"
"com.google.re2j.Parser",0.40952380952381,0.566666666666667,0.000000000000583573565508816,0.107142857142857,"large"
"weka.classifiers.Evaluation",0.152967625899281,0.223946557040082,0.00000000000010089148167461,0,"large"
"okio.Buffer",0.319475938523558,0.449643271942924,0.0000000000000493446636609315,0,"large"
"us.codecraft.webmagic.Site",0.71819870009285,0.896935933147632,0.000000000000000034354817449798,0,"large"
"okhttp3.internal.tls.OkHostnameVerifier",0.304651162790698,0.390697674418605,0.00000000000000207632003082965,0.0697674418604651,"large"
"com.google.re2j.Unicode",0.935704514363885,1,0.000000000000404573571392524,0.104651162790698,"large"
"umd.cs.shop.JSState",0.391860465116279,0.471153846153846,0.00000000000000436536508649874,0.0348837209302326,"large"
"us.codecraft.webmagic.Spider",0.418837209302326,0.500258397932817,0.000155595968288377,0.0527777777777778,"large"
"okhttp3.internal.tls.DistinguishedNameParser",0.382113821138211,0.52,0.0000554566340590551,0.293170731707317,"medium"
"com.alibaba.fastjson.util.TypeUtils",0.414652682778538,0.494365562316881,0.000000000079070385373655,0.0457097032878909,"large"
"okio.Segment",0.287804878048781,0.6,0.000000000000000979565984776373,0,"large"
"com.google.gson.internal.LinkedTreeMap",0.447214076246334,0.686827956989247,0.000000000000000205624036417491,0.00426136363636364,"large"
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory",0.0307017543859649,0.100877192982456,0.000196180834755699,0.289473684210526,"medium"
"org.la4j.linear.ForwardBackSubstitutionSolver",0.343434343434343,0.656862745098039,0.0000000837225786073966,0.053475935828877,"large"
"org.freehep.math.minuit.MnMinos",0.0120223978919631,0.463196033562166,0.000000000000196236924735789,0.0598086124401914,"large"
"com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager",0.5,0.5,NA,0.5,"negligible"
"org.la4j.decomposition.SingularValueDecompositor",0.379310344827586,0.4,0.0813346509995439,0.448275862068966,"negligible"
"weka.classifiers.CheckClassifier",0.171383647798742,0.294025157232704,0.000000000000114386553558717,0.0115740740740741,"large"
"com.alibaba.fastjson.serializer.StringCodec",0.616724738675958,0.714285714285714,0.0000000110901395058932,0.231707317073171,"large"
"org.la4j.matrix.dense.Basic1DMatrix",0.283459459459459,0.5248,0.000335767358963146,0,"large"
"com.soops.CEN4010.JMCA.JParser.JavaCharStream",0.448005698005698,0.849462365591398,0.000000000000795385755960897,0,"large"
"org.la4j.vector.sparse.CompressedVector",0.372408293460925,0.5,0.0238587179674679,0,"large"
"com.alibaba.fastjson.parser.JSONLexerBase",0.255996352029184,0.301774042950514,0.00000000155414893970793,0.0326688815060908,"large"
"org.la4j.matrix.sparse.CRSMatrix",0.315251572327044,0.449685534591195,0.00344456537971109,0,"large"
