"class","random","pdynamosa","p-value","d","magnitude"
"org.firebirdsql.jdbc.FBProcedureCall",0.778582317073171,1,0.0000000000000000123989486025858,0,"large"
"org.freehep.math.minuit.SimplexBuilder",0.617553191489362,0.946561108362197,0.000000000000000921928946104234,0,"large"
"org.freehep.math.minuit.MnHesse",0.412097953216374,0.894208037825059,0.00000000000000163521346095111,0,"large"
"okio.RealBufferedSource",0.296495152870992,0.736312257152949,0.00000000000000552822374261204,0,"large"
"org.freehep.math.minuit.MnFunctionCross",0.835772357723577,1,0.00000000000000136116908884966,0.0487804878048781,"large"
"org.apache.bcel.util.Class2HTML",0.627906976744186,1,0.00000000000000000292865540852199,0,"large"
"weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm",0.399051490514905,0.924558080808081,0.00000000000000141071078217737,0,"large"
"org.apache.bcel.generic.ConstantPoolGen",0.317035584197254,0.852115780193947,0.00000000000000309662414918728,0,"large"
"okio.Utf8",0.912962962962963,1,0.0000000000319231907555727,0.155555555555556,"large"
"org.apache.commons.jxpath.ri.model.beans.PropertyIterator",0.798449612403101,1,0.0000000000222341851920493,0.13953488372093,"large"
"okhttp3.HttpUrl",0.432049689440994,0.879442508710801,0.00000000000000104705699799153,0,"large"
"org.apache.commons.imaging.formats.tiff.TiffField",0.613636363636364,1,0.00000000000000000909593154146462,0.0113636363636364,"large"
"okio.SegmentedByteString",0.393218322427127,0.845717526942711,0.000000000000000306095434800943,0,"large"
"com.alibaba.fastjson.parser.DefaultJSONParser",0.315447154471545,0.725,0.0000000000355157018484245,0,"large"
"accessories.plugins.time.JDayChooser",0.423152067730381,0.709896729776248,0.000000000000299769199780808,0,"large"
"wheel.asm.ClassWriter",0.731666666666667,0.982608695652174,0.0000000000000000444934753850544,0,"large"
"com.google.re2j.RE2",0.622147651006711,0.964257842984236,0.000000000000000775240508133278,0,"large"
"okio.Timeout",0.892764857881137,1,0.00000000000000972063035361539,0.0465116279069767,"large"
"org.apache.commons.imaging.common.RationalNumber",0.992753623188406,1,0.174121804865543,0.478260869565217,"negligible"
"com.alibaba.fastjson.JSONArray",0.287704231252618,0.822741399635623,0.000000000000000947030072783978,0,"large"
"okio.ByteString",0.475411866716215,0.719806763285024,0.00000000000000521747817114747,0,"large"
"org.firebirdsql.encodings.EncodingFactory",0.859756097560976,1,0.000000000000000020921975237142,0,"large"
"weka.core.FindWithCapabilities",0.665402444163506,0.825172074729597,0.000000000000000835753474287556,0,"large"
"org.apache.commons.jxpath.util.MethodLookupUtils",0.5375,0.590909090909091,0.000000000000000063018309461332,0,"large"
"us.codecraft.webmagic.model.PageModelExtractor",0.376373626373626,0.519230769230769,0.0000000000000000137759825581271,0,"large"
"weka.gui.beans.Filter",0.414795918367347,0.727597402597403,0.00000000000000123695171059335,0,"large"
"umd.cs.shop.JSPredicateForm",0.520731707317073,0.85,0.000000000000000414750104194512,0,"large"
"com.google.re2j.Utils",0.77962962962963,0.962962962962963,0.0000000000000000544740709103611,0,"large"
"okhttp3.CacheControl",0.504545454545455,0.6,0.000000414930437568431,0.261363636363636,"large"
"org.apache.bcel.verifier.structurals.InstConstraintVisitor",0.0946067821067821,0.368112947658402,0.00000000000000145930212010824,0,"large"
"com.google.gson.stream.JsonReader",1,1,NA,0.5,"negligible"
"org.databene.jdbacl.SQLUtil",0.447649572649573,0.821626984126984,0.0000000000000092686811275591,0,"large"
"wheel.asm.ClassReader",0.35036231884058,0.880952380952381,0.0000000174603974738805,0,"large"
"okio.RealBufferedSink",0.531005291005291,0.871306471306471,0.00000000000000217430992416502,0,"large"
"org.javathena.login.Login",0.354599761051374,0.601417399804497,0.000000000000000450104985378603,0,"large"
"com.google.gson.internal.LinkedHashTreeMap",0.657432432432432,1,0.00000000000000000082256031879442,0,"large"
"umd.cs.shop.JSJshop",0.105300187617261,0.226153846153846,0.000000000000000160873388339617,0,"large"
"wheel.util.DynamicSelectModel",0.553583168967784,0.897435897435897,0.00000000000000046728373358535,0,"large"
"com.google.re2j.Compiler",0.923809523809524,1,0.00134976103447549,0.385714285714286,"small"
"us.codecraft.webmagic.utils.DoubleKeyMap",0.203664552501762,0.811447811447812,0.0000000000000000212222483077449,0,"large"
"com.google.re2j.CharClass",0.589285714285714,0.956766917293233,0.00000000000000808571957319227,0,"large"
"org.mozilla.javascript.Parser",0.518683041546904,0.867360920800219,0.00000000000000260434134465397,0,"large"
"okio.Okio",0.52031746031746,0.763174603174603,0.00000000000000118011111495474,0,"large"
"org.objectweb.asm.jip.MethodWriter",0.536447423544198,0.973732718894009,0.00000000000000297685730623168,0,"large"
"com.google.re2j.Regexp",0.976744186046512,0.992248062015504,0.314276251874435,0.476744186046512,"negligible"
"com.pmdesigns.jvc.tools.JVCParser",0.498257839721254,0.998095238095238,0.000000000000000000821930208698831,0,"large"
"org.databene.jdbacl.DBUtil",0.264428626394767,0.682753653015024,0.000000000000000469470842625318,0,"large"
"org.freehep.math.minuit.MnAlgebraicSymMatrix",0.726495726495726,1,0.000000000000000409457853579393,0,"large"
"com.google.re2j.Simplify",0.968253968253968,1,0.045398682640142,0.452380952380952,"negligible"
"org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase",0.409361955873584,0.547895902547065,0.00000000000000953009474199991,0.000915750915750916,"large"
"com.alibaba.fastjson.util.ASMUtils",0.398670212765957,0.468085106382979,0.0000000000000122386503819578,0,"large"
"com.alibaba.fastjson.util.IOUtils",0.466685488424619,0.652173913043478,0.000000000000000010319188342095,0,"large"
"org.la4j.decomposition.EigenDecompositor",0.285,0.625,0.00000000529990785641136,0,"large"
"org.jsecurity.web.DefaultWebSecurityManager",0.299279927992799,0.71991199119912,0.000000000000000285257485845904,0,"large"
"org.apache.commons.imaging.formats.bmp.BmpImageParser",0.248998998998999,0.443693693693694,0.00000000000417870392746084,0.0365230094959825,"large"
"com.alibaba.fastjson.serializer.DateCodec",0.430351906158358,0.924423963133641,0.0000000000000101458262508113,0,"large"
"com.google.re2j.Parser",0.965079365079365,1,0.00000222135177596981,0.285714285714286,"medium"
"weka.classifiers.Evaluation",0.196428571428571,0.606122448979592,0.000000000000108567772354682,0,"large"
"okio.Buffer",0.518600458865946,0.804662205914095,0.0000000000000490270182224432,0,"large"
"us.codecraft.webmagic.Site",0.931168831168831,1,0.00000000000000160033324742826,0.0357142857142857,"large"
"okhttp3.internal.tls.OkHostnameVerifier",0.315958299919808,0.448275862068966,0.00000000000000000983181679128979,0,"large"
"com.google.re2j.Unicode",0.961240310077519,1,0.00000117462085227958,0.27906976744186,"medium"
"umd.cs.shop.JSState",0.429704016913319,0.931818181818182,0.000000000000000166269421853103,0,"large"
"us.codecraft.webmagic.Spider",0.549479166666667,0.829861111111111,0.0000228811119856836,0,"large"
"okhttp3.internal.tls.DistinguishedNameParser",0.813008130081301,1,0.00000060045256348237,0.292682926829268,"medium"
"com.alibaba.fastjson.util.TypeUtils",0.462644646668914,0.596646121383753,0.000000000000840941589591986,0,"large"
"okio.Segment",0.741869918699187,1,0.00000000000000131595787954664,0,"large"
"com.google.gson.internal.LinkedTreeMap",0.705882352941177,1,0.00000000000000000047405685198744,0,"large"
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory",0.173130193905817,0.394736842105263,0.00000000000000100098714508412,0,"large"
"org.la4j.linear.ForwardBackSubstitutionSolver",0.261072261072261,0.615384615384615,0.00000000354079571985221,0,"large"
"org.freehep.math.minuit.MnMinos",0.241372053872054,1,0.000000000000000259909235486878,0,"large"
"com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager",0.696818181818182,0.871458773784355,0.0000000000000825662214473344,0.0363372093023256,"large"
"org.la4j.decomposition.SingularValueDecompositor",0.267241379310345,0.625,0.0000000000014964760671422,0,"large"
"weka.classifiers.CheckClassifier",0.471286701208981,0.788860103626943,0.0000000000000337925935724144,0,"large"
"com.alibaba.fastjson.serializer.StringCodec",0.342653182629387,0.856772184743124,0.00000000000000051365245802033,0,"large"
"org.la4j.matrix.dense.Basic1DMatrix",0.465012958163643,0.917808219178082,0.00033501472824218,0,"large"
"com.soops.CEN4010.JMCA.JParser.JavaCharStream",0.642156862745098,0.993833017077799,0.000000000000341615714694344,0,"large"
"org.la4j.vector.sparse.CompressedVector",0.641233766233766,0.976190476190476,0.0236119621944034,0,"large"
"com.alibaba.fastjson.parser.JSONLexerBase",0.427501761804087,0.657828282828283,0.000000000109888398155149,0,"large"
"org.la4j.matrix.sparse.CRSMatrix",0.459424083769634,0.911368735976066,0.00331204036061593,0,"large"
