"class","dynamosa","adynamosa","p-value","d","magnitude"
"okio.SegmentedByteString",0.954906409529212,0.950085082246171,0.177804483450384,0.571119524067063,"negligible"
"com.alibaba.fastjson.parser.DefaultJSONParser",0.366445392761182,0.357732732732733,0.713657929584979,0.533991228070175,"negligible"
"accessories.plugins.time.JDayChooser",0.803500986193294,0.790934065934066,0.00142405068524537,0.715018315018315,"medium"
"wheel.asm.ClassWriter",0.977453580901857,0.975637181409295,0.0545721310182077,0.607302118171683,"small"
"com.google.re2j.RE2",0.94047619047619,0.936352509179927,0.0444059464122607,0.609357696566999,"small"
"okio.Timeout",0.909146341463415,0.90625,0.45315775385655,0.542682926829268,"negligible"
"org.apache.commons.imaging.common.RationalNumber",0.960670314637483,0.958960328317373,0.228060272951996,0.558139534883721,"negligible"
"com.alibaba.fastjson.JSONArray",0.961292613636364,0.946881606765328,0.0856869703425186,0.615552325581395,"small"
"okio.ByteString",0.976293103448276,0.972868217054264,0.0278239547781554,0.636627906976744,"small"
"org.firebirdsql.encodings.EncodingFactory",0.963971071663379,0.96386404293381,0.627407732352254,0.510435301132976,"negligible"
"weka.core.FindWithCapabilities",0.768607910308315,0.791812865497076,0.0481904094614559,0.374358974358974,"small"
"org.apache.commons.jxpath.util.MethodLookupUtils",0.936583350547408,0.93252427184466,0.0440584919333374,0.618351063829787,"small"
"us.codecraft.webmagic.model.PageModelExtractor",0.23841059602649,0.23841059602649,NA,0.5,"negligible"
"weka.gui.beans.Filter",0.42053457106274,0.425016005121639,0.564342561019756,0.464101239669421,"negligible"
"umd.cs.shop.JSPredicateForm",0.848385331143952,0.861161524500907,0.348750768583771,0.43890977443609,"negligible"
"com.google.re2j.Utils",0.980769230769231,0.980769230769231,NA,0.5,"negligible"
"okhttp3.CacheControl",0.954705882352941,0.948048780487805,0.00709686983992119,0.67180774748924,"medium"
"org.apache.bcel.verifier.structurals.InstConstraintVisitor",0.0844146482122261,0.0936664438502674,0.178527973121375,0.410762032085562,"small"
"com.google.gson.stream.JsonReader",0.732026843720997,0.722151424287856,0.0309378149322766,0.638690476190476,"small"
"org.databene.jdbacl.SQLUtil",0.946566731141199,0.940982776089159,0.520420977614841,0.540313852813853,"negligible"
"wheel.asm.ClassReader",0.451529987760098,0.494142332575625,0.151141930524426,0.321428571428571,"medium"
"okio.RealBufferedSink",0.883077948034644,0.87471600129828,0.035220414980391,0.635290148448043,"small"
"org.javathena.login.Login",0.536450477626948,0.516577540106952,0.0137877738712173,0.657051282051282,"small"
"com.google.gson.internal.LinkedHashTreeMap",0.568143734872463,0.549150958093161,0.0739113951275286,0.610004977600796,"small"
"umd.cs.shop.JSJshop",0.532017543859649,0.511578947368421,0.0550902974745165,0.61825,"small"
"wheel.util.DynamicSelectModel",0.935119047619048,0.935714285714286,0.936812453160752,0.49514091350826,"negligible"
"com.google.re2j.Compiler",0.761808367071525,0.755027813436029,0.385801065643811,0.556597873671044,"negligible"
"us.codecraft.webmagic.utils.DoubleKeyMap",0.924760601915185,0.929411764705882,0.886860820509552,0.505684754521964,"negligible"
"com.google.re2j.CharClass",0.94703557312253,0.950800915331808,0.323969547222012,0.424043062200957,"small"
"org.mozilla.javascript.Parser",0.446098331078033,0.441037658008515,0.236185667524734,0.575783972125436,"small"
"okio.Okio",0.701098901098901,0.707326007326007,0.459796954661716,0.453231292517007,"negligible"
"org.objectweb.asm.jip.MethodWriter",0.518868469717984,0.510922330097087,0.165343268556395,0.589285714285714,"small"
"com.google.re2j.Regexp",0.728571428571429,0.702300575143786,0.0201901101305525,0.653820598006644,"small"
"com.pmdesigns.jvc.tools.JVCParser",0.547295841413488,0.54262443438914,0.445668438052863,0.546428571428571,"negligible"
"org.databene.jdbacl.DBUtil",0.729060913705584,0.72010388383898,0.0998731525838624,0.604941860465116,"small"
"org.freehep.math.minuit.MnAlgebraicSymMatrix",0.922537878787879,0.918997668997669,0.648829217057386,0.529487179487179,"negligible"
"com.google.re2j.Simplify",0.550573888091822,0.53622668579627,0.765862594727283,0.519333729922665,"negligible"
"org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase",0.628987517337032,0.625288950531669,0.667266156378602,0.52749433106576,"negligible"
"com.alibaba.fastjson.util.ASMUtils",0.439393939393939,0.439393939393939,NA,0.5,"negligible"
"com.alibaba.fastjson.util.IOUtils",0.69484126984127,0.692379568106312,0.613014276276029,0.531524547803618,"negligible"
"org.la4j.decomposition.EigenDecompositor",0.733873749568817,0.771564231073595,0.765391817223925,0.471719457013575,"negligible"
"org.jsecurity.web.DefaultWebSecurityManager",0.718966144885329,0.720729684908789,0.936458765875567,0.495121951219512,"negligible"
"org.apache.commons.imaging.formats.bmp.BmpImageParser",0.301555907172996,0.296613068764968,0.675458194624443,0.528716216216216,"negligible"
"com.alibaba.fastjson.serializer.DateCodec",0.682117224880383,0.656390977443609,0.00981332005327314,0.668181818181818,"medium"
"com.google.re2j.Parser",0.63101007635717,0.622652959234668,0.398498268186647,0.55343300110742,"negligible"
"weka.classifiers.Evaluation",0.46967449526164,0.457884513508741,0.104007745389297,0.618095238095238,"small"
"okio.Buffer",0.81482075976458,0.794464236777199,0.0121018665923872,0.675609756097561,"medium"
"us.codecraft.webmagic.Site",0.891089108910891,0.891089108910891,NA,0.5,"negligible"
"okhttp3.internal.tls.OkHostnameVerifier",0.136363636363636,0.136363636363636,NA,0.5,"negligible"
"com.google.re2j.Unicode",0.865168539325843,0.865168539325843,NA,0.5,"negligible"
"umd.cs.shop.JSState",0.584204413472706,0.579111944965603,0.0765524641438018,0.552197802197802,"negligible"
"us.codecraft.webmagic.Spider",0.61012812690665,0.609992542878449,0.819306522618361,0.535353535353535,"negligible"
"okhttp3.internal.tls.DistinguishedNameParser",0.178853531934101,0.166635071090047,0.528423290049374,0.537142857142857,"negligible"
"com.alibaba.fastjson.util.TypeUtils",0.524994653550043,0.541635939942775,0.00214222463296927,0.270474137931034,"medium"
"okio.Segment",1,0.99904214559387,0.285750630373024,0.513888888888889,"negligible"
"com.google.gson.internal.LinkedTreeMap",0.74267204757859,0.703757788161994,0.0416139806211244,0.623579545454545,"small"
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory",0.583184257602862,0.578542510121458,0.487173255218174,0.541921664626683,"negligible"
"org.la4j.linear.ForwardBackSubstitutionSolver",0.958333333333333,0.957983193277311,0.974594473544808,0.503676470588235,"negligible"
"org.freehep.math.minuit.MnMinos",0.765495867768595,0.755681818181818,0.157481925354899,0.597288676236045,"small"
"com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager",0.614870142550283,0.607130693042329,0.584774491939345,0.536175710594315,"negligible"
"org.la4j.decomposition.SingularValueDecompositor",0.942637362637362,0.943539219401288,0.64032261502277,0.531034482758621,"negligible"
"weka.classifiers.CheckClassifier",0.864242982052462,0.862020279810037,0.735942452997889,0.521777003484321,"negligible"
"com.alibaba.fastjson.serializer.StringCodec",0.928743961352657,0.911193339500463,0.103380024326967,0.601359338061466,"small"
"org.la4j.matrix.dense.Basic1DMatrix",0.915637860082305,0.911111111111111,0.641117250260096,0.583333333333333,"small"
"com.soops.CEN4010.JMCA.JParser.JavaCharStream",0.885223765432099,0.889336917562724,0.413476709276329,0.434811827956989,"negligible"
"org.la4j.vector.sparse.CompressedVector",0.926470588235294,0.923529411764706,1,0.625,"small"
"com.alibaba.fastjson.parser.JSONLexerBase",0.268263266712612,0.25223983459683,0.442687747035573,0.69047619047619,"medium"
"org.la4j.matrix.sparse.CRSMatrix",0.854368932038835,0.858529819694868,0.889357461793981,0.528571428571429,"negligible"
