"class","dynamosa","adynamosa","p-value","d","magnitude"
"okhttp3.internal.http.HttpHeaders",0.577803203661327,0.56984394124847,0.109012016233479,0.598837209302326,"small"
"umd.cs.shop.JSTerm",0.626743865453543,0.637688172043011,0.566060343882065,0.462179487179487,"negligible"
"com.pmdesigns.jvc.tools.JVCParserTokenManager",0.135675337445249,0.135853462315798,0.798656230243505,0.516260162601626,"negligible"
"com.alibaba.fastjson.parser.JSONReaderScanner",0.285440670960978,0.268810724518168,0.0317059265543083,0.636415201361316,"small"
"wheel.asm.FieldWriter",0.391090629800307,0.391062051227092,0.678019031734955,0.474160206718346,"negligible"
"org.apache.commons.jxpath.ri.compiler.Path",0.654634581105169,0.657888736890105,0.664473977579136,0.472780126849894,"negligible"
"org.la4j.linear.GaussianSolver",0.288118527042578,0.307137834036568,0.131139853481851,0.358585858585859,"small"
"weka.classifiers.functions.supportVector.RegSMO",0.118055555555556,0.119358841181902,0.882509478468115,0.489878542510121,"negligible"
"org.freehep.math.minuit.MnLineSearch",0.154401154401154,0.136363636363636,0.0195872428976254,0.645562770562771,"small"
"com.alibaba.fastjson.util.JavaBeanInfo",0.327948156261409,0.326305220883534,0.493105502740575,0.542355371900826,"negligible"
"org.firebirdsql.jdbc.FBProcedureCall",0.536640592836558,0.533468692690595,0.808505598216115,0.515422077922078,"negligible"
"org.freehep.math.minuit.SimplexBuilder",0.563929508811399,0.566379783922359,0.258804521681366,0.428848283499446,"negligible"
"org.freehep.math.minuit.MnHesse",0.472325375773652,0.442259721203228,0.040868880807165,0.628750681942171,"small"
"okio.RealBufferedSource",0.282974559686888,0.288248017303533,0.862313347624064,0.488408521303258,"negligible"
"org.freehep.math.minuit.MnFunctionCross",0.436079545454545,0.434325396825397,0.934553172243231,0.50530303030303,"negligible"
"org.apache.bcel.util.Class2HTML",0.369739359158297,0.316503267973856,0.0000667703742652438,0.750135501355014,"large"
"weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm",0.243833685694151,0.22012741046832,0.236199066545424,0.57399577167019,"small"
"org.apache.bcel.generic.ConstantPoolGen",0.637734347364698,0.623920470722217,0.000910544127668666,0.709257206208426,"medium"
"okio.Utf8",0.335807050092764,0.333951762523191,0.603365928537662,0.522727272727273,"negligible"
"org.apache.commons.jxpath.ri.model.beans.PropertyIterator",0.363877399512143,0.378141902640789,0.295130483351891,0.433390022675737,"negligible"
"okhttp3.HttpUrl",0.305439881701057,0.304854211560098,0.431505695350372,0.549310710498409,"negligible"
"org.apache.commons.imaging.formats.tiff.TiffField",0.751766583086392,0.754828660436137,0.495600815686055,0.457181571815718,"negligible"
"okio.SegmentedByteString",0.320158164541135,0.315250687671918,0.687906408456731,0.525419145484045,"negligible"
"com.alibaba.fastjson.parser.DefaultJSONParser",0.179451897718152,0.165123456790123,0.225905522549808,0.609649122807018,"small"
"accessories.plugins.time.JDayChooser",0.212336147464666,0.212985953255231,0.740969262113907,0.522710622710623,"negligible"
"wheel.asm.ClassWriter",0.187744584790632,0.180863521323613,0.124807341566362,0.59726867335563,"small"
"com.google.re2j.RE2",0.346135761306318,0.347480272222454,0.843206734528191,0.487264673311185,"negligible"
"okio.Timeout",0.158309347068626,0.165217391304348,0.0571155272892203,0.379573170731707,"small"
"org.apache.commons.imaging.common.RationalNumber",0.675944438598337,0.67578659370725,0.903681435600547,0.492157923201731,"negligible"
"com.alibaba.fastjson.JSONArray",0.595011645962733,0.555539505994511,0.140655631931631,0.600290697674419,"small"
"okio.ByteString",0.551827371695179,0.554667438243698,0.742802782490686,0.478779069767442,"negligible"
"org.firebirdsql.encodings.EncodingFactory",0.393228649042603,0.399435130100355,0.0697941432835072,0.383422778771616,"small"
"weka.core.FindWithCapabilities",0.184615384615385,0.199389978213508,0.00484124388687786,0.321082621082621,"medium"
"org.apache.commons.jxpath.util.MethodLookupUtils",0.613799820197782,0.62544014084507,0.268053126918263,0.430585106382979,"negligible"
"us.codecraft.webmagic.model.PageModelExtractor",0.0994776828110161,0.100344530577089,0.302361841148236,0.453190220632081,"negligible"
"weka.gui.beans.Filter",0.228479485116653,0.229766693483508,0.913582672110891,0.493026859504132,"negligible"
"umd.cs.shop.JSPredicateForm",0.575901875901876,0.570414673046252,0.422420111112382,0.552318295739348,"negligible"
"com.google.re2j.Utils",0.672299168975069,0.683402585410896,0.0184356886293668,0.348511904761905,"small"
"okhttp3.CacheControl",0.67852092760181,0.678529549718574,0.847909931314634,0.486728837876614,"negligible"
"org.apache.bcel.verifier.structurals.InstConstraintVisitor",0.00343748793016878,0.00402912911120396,0.80513234034676,0.484959893048128,"negligible"
"com.google.gson.stream.JsonReader",0.166923842707815,0.157465156794425,0.0103088705063935,0.664880952380952,"small"
"org.databene.jdbacl.SQLUtil",0.630061115355233,0.651900760304122,0.00987805063088693,0.338203463203463,"small"
"wheel.asm.ClassReader",0.315759312320917,0.33571136190866,0.0608555748425315,0.267857142857143,"medium"
"okio.RealBufferedSink",0.326674641148325,0.312121212121212,0.0360723892145724,0.638663967611336,"small"
"org.javathena.login.Login",0.244161787468874,0.238099498926271,0.193123761531117,0.583333333333333,"small"
"com.google.gson.internal.LinkedHashTreeMap",0.19376497955731,0.185177539223782,0.132835278728927,0.59258337481334,"small"
"umd.cs.shop.JSJshop",0.110063559322034,0.107966101694915,0.722762825137136,0.522,"negligible"
"wheel.util.DynamicSelectModel",0.441269841269841,0.44108843537415,0.993626408205824,0.500728862973761,"negligible"
"com.google.re2j.Compiler",0.105992047168518,0.106430155210643,1,0.499687304565353,"negligible"
"us.codecraft.webmagic.utils.DoubleKeyMap",0.676022453889334,0.678927203065134,0.906279643769136,0.50749354005168,"negligible"
"com.google.re2j.CharClass",0.167537970504072,0.136979100293106,0.0581406746004254,0.648325358851675,"small"
"org.mozilla.javascript.Parser",0.105011723971687,0.10688830772339,0.394278417721887,0.44541231126597,"negligible"
"okio.Okio",0.228571428571429,0.24530612244898,0.492765608695435,0.456632653061224,"negligible"
"org.objectweb.asm.jip.MethodWriter",0.132480344162587,0.124548286604361,0.00241519305110444,0.694940476190476,"medium"
"com.google.re2j.Regexp",0.31140873015873,0.291343669250646,0.153567310237867,0.59468438538206,"small"
"com.pmdesigns.jvc.tools.JVCParser",0.195046045629136,0.195510204081633,0.669170294091443,0.473809523809524,"negligible"
"org.databene.jdbacl.DBUtil",0.241642857142857,0.21421926910299,0.00291702268196074,0.690116279069767,"medium"
"org.freehep.math.minuit.MnAlgebraicSymMatrix",0.200805452292441,0.19518317287834,0.52365152020466,0.541987179487179,"negligible"
"com.google.re2j.Simplify",0.190837178642057,0.190342781806196,0.776322961644357,0.481558596073766,"negligible"
"org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase",0.201144094001237,0.206632653061224,0.513605141702981,0.458333333333333,"negligible"
"com.alibaba.fastjson.util.ASMUtils",0.402144367260646,0.39866194411649,0.665336991415466,0.528541226215645,"negligible"
"com.alibaba.fastjson.util.IOUtils",0.366072042852229,0.373389012887897,0.298670762170839,0.435400516795866,"negligible"
"org.la4j.decomposition.EigenDecompositor",0.123185506915076,0.111878332313609,0.47886471537718,0.565610859728507,"negligible"
"org.jsecurity.web.DefaultWebSecurityManager",0.342350332594235,0.348821548821549,0.0548479247155896,0.401084010840108,"small"
"org.apache.commons.imaging.formats.bmp.BmpImageParser",0.0142857142857143,0.0123552123552124,0.777393554455012,0.514358108108108,"negligible"
"com.alibaba.fastjson.serializer.DateCodec",0.768939393939394,0.733333333333333,0.0203188498134641,0.651623376623377,"small"
"com.google.re2j.Parser",0.193923279531638,0.18458451550239,0.000237605675499029,0.731727574750831,"medium"
"weka.classifiers.Evaluation",0.0908869285480912,0.0877047856011891,0.2569379674372,0.582857142857143,"small"
"okio.Buffer",0.394537120529005,0.382007521608129,0.0903154476825698,0.61869918699187,"small"
"us.codecraft.webmagic.Site",0.542863328041564,0.542194984502677,0.298922519881711,0.563298490127758,"negligible"
"okhttp3.internal.tls.OkHostnameVerifier",0.0635227272727273,0.0643023255813954,0.891380050797655,0.507663847780127,"negligible"
"com.google.re2j.Unicode",0.510375494071146,0.507077856420627,0.374869687859513,0.555496828752643,"negligible"
"umd.cs.shop.JSState",0.293061224489796,0.293333333333333,0.817698907167787,0.485042735042735,"negligible"
"us.codecraft.webmagic.Spider",0.380099317301755,0.344093188598997,0.493799543459492,0.595959595959596,"small"
"okhttp3.internal.tls.DistinguishedNameParser",0.0758687258687259,0.072027027027027,0.502324912702257,0.53952380952381,"negligible"
"com.alibaba.fastjson.util.TypeUtils",0.245522175890826,0.265849258842906,0.000250387468261216,0.226293103448276,"large"
"okio.Segment",0.326220561482865,0.319884895466291,0.475277349354811,0.547157622739018,"negligible"
"com.google.gson.internal.LinkedTreeMap",0.288304392236977,0.273213171036205,0.0898257909889792,0.602982954545455,"small"
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory",0.158176448874123,0.141186299081036,0.373776766437747,0.556915544675643,"negligible"
"org.la4j.linear.ForwardBackSubstitutionSolver",0.396683673469388,0.364645858343337,0.248241073602056,0.619485294117647,"small"
"org.freehep.math.minuit.MnMinos",0.369092223755998,0.340392738897134,0.124935868948589,0.606459330143541,"small"
"com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager",0.220527229059652,0.214598561213372,0.605289530977803,0.534237726098191,"negligible"
"org.la4j.decomposition.SingularValueDecompositor",0.267804878048781,0.255536865713485,0.645382593058394,0.537241379310345,"negligible"
"weka.classifiers.CheckClassifier",0.102982049000633,0.108991923207794,0.0795048976378405,0.387921022067364,"small"
"com.alibaba.fastjson.serializer.StringCodec",0.320480928689884,0.31152746903779,0.3960373882668,0.554078014184397,"negligible"
"org.la4j.matrix.dense.Basic1DMatrix",0.483391608391608,0.490384615384615,0.854805435691019,0.45,"negligible"
"com.soops.CEN4010.JMCA.JParser.JavaCharStream",0.356304734537493,0.366279993643731,0.146742480477038,0.384408602150538,"small"
"org.la4j.vector.sparse.CompressedVector",0.445761494252874,0.343390804597701,0.666666666666667,0.75,"large"
"com.alibaba.fastjson.parser.JSONLexerBase",0.13845802919708,0.106802514193025,0.00790513833992095,1,"large"
"org.la4j.matrix.sparse.CRSMatrix",0.202541603630862,0.200280959585044,0.499828001375989,0.614285714285714,"small"
