"class","dynamosa","adynamosa","p-value","d","magnitude"
"okhttp3.internal.http.HttpHeaders",0.846484165324745,0.839219064025266,0.209937896802286,0.576845298281092,"small"
"umd.cs.shop.JSTerm",0.75794226737623,0.764544025157233,0.641154590685534,0.469230769230769,"negligible"
"com.pmdesigns.jvc.tools.JVCParserTokenManager",0.359461279461279,0.365835181079084,0.565257418035616,0.463685636856369,"negligible"
"com.alibaba.fastjson.parser.JSONReaderScanner",0.831246273106738,0.828799249530957,0.597945148057637,0.533182076006807,"negligible"
"wheel.asm.FieldWriter",1,1,NA,0.5,"negligible"
"org.apache.commons.jxpath.ri.compiler.Path",0.929156429156429,0.927299392415672,0.785802811803621,0.516120507399577,"negligible"
"org.la4j.linear.GaussianSolver",1,1,NA,0.5,"negligible"
"weka.classifiers.functions.supportVector.RegSMO",0.72757534862798,0.722437673130194,0.0313745094815798,0.6417004048583,"small"
"org.freehep.math.minuit.MnLineSearch",0.990384615384615,0.990384615384615,NA,0.5,"negligible"
"com.alibaba.fastjson.util.JavaBeanInfo",0.489709231038711,0.485855666491505,0.00410093728025198,0.673811983471074,"medium"
"org.firebirdsql.jdbc.FBProcedureCall",0.950549450549451,0.95027195027195,0.900744344977835,0.494588744588745,"negligible"
"org.freehep.math.minuit.SimplexBuilder",0.95734126984127,0.956153100775194,0.331957795175947,0.522702104097453,"negligible"
"org.freehep.math.minuit.MnHesse",0.974959935897436,0.9609375,0.831326822984318,0.512547735951991,"negligible"
"okio.RealBufferedSource",0.844305464121132,0.844045597865632,0.713911760849523,0.524122807017544,"negligible"
"org.freehep.math.minuit.MnFunctionCross",0.949252801992528,0.951902587519026,0.561111065603605,0.464393939393939,"negligible"
"org.apache.bcel.util.Class2HTML",0.954413472706156,0.954761904761905,0.972924496157583,0.50189701897019,"negligible"
"weka.classifiers.bayes.net.search.ci.ICSSearchAlgorithm",0.750371103414151,0.732954545454545,0.196456176078011,0.579809725158562,"small"
"org.apache.bcel.generic.ConstantPoolGen",0.935606060606061,0.913956639566396,0.00310546179344098,0.686252771618625,"medium"
"okio.Utf8",0.533333333333333,0.533333333333333,NA,0.5,"negligible"
"org.apache.commons.jxpath.ri.model.beans.PropertyIterator",0.954081632653061,0.958101422387137,0.269892700719002,0.430839002267574,"negligible"
"okhttp3.HttpUrl",0.896033314511575,0.881137155527399,0.00198050099670101,0.693001060445387,"medium"
"org.apache.commons.imaging.formats.tiff.TiffField",0.877392120075047,0.873589743589744,0.0000206977595193523,0.723577235772358,"medium"
"okio.SegmentedByteString",0.990582356332885,0.990966749951951,0.508561871142947,0.476744186046512,"negligible"
"com.alibaba.fastjson.parser.DefaultJSONParser",0.356446672236146,0.352028218694885,0.73202512754856,0.531798245614035,"negligible"
"accessories.plugins.time.JDayChooser",0.845897435897436,0.838714285714286,0.00877228241362087,0.676556776556777,"medium"
"wheel.asm.ClassWriter",0.989594946116685,0.985822306238185,0.000314915891005062,0.714604236343367,"medium"
"com.google.re2j.RE2",0.964955679241393,0.963354474982382,0.00385556894106488,0.627076411960133,"small"
"okio.Timeout",0.859875657580105,0.86078431372549,0.534163355339194,0.476829268292683,"negligible"
"org.apache.commons.imaging.common.RationalNumber",0.955190017016449,0.953771979580261,0.228060272951996,0.558139534883721,"negligible"
"com.alibaba.fastjson.JSONArray",0.968330536912752,0.955517402840643,0.126610831837498,0.602834302325581,"small"
"okio.ByteString",0.888289473684211,0.888004895960832,0.438731619342193,0.540988372093023,"negligible"
"org.firebirdsql.encodings.EncodingFactory",0.942042805679169,0.941956563521045,0.627407732352254,0.510435301132976,"negligible"
"weka.core.FindWithCapabilities",0.803948850460478,0.8213608957795,0.0914086878636762,0.392592592592593,"small"
"org.apache.commons.jxpath.util.MethodLookupUtils",0.979947956528394,0.979676258992806,0.837044332203917,0.488563829787234,"negligible"
"us.codecraft.webmagic.model.PageModelExtractor",0.320388349514563,0.320388349514563,NA,0.5,"negligible"
"weka.gui.beans.Filter",0.520255606462503,0.525018085362913,0.616366913447559,0.46875,"negligible"
"umd.cs.shop.JSPredicateForm",0.787878787878788,0.791068580542265,0.976919505912535,0.49780701754386,"negligible"
"com.google.re2j.Utils",0.964705882352941,0.964705882352941,NA,0.5,"negligible"
"okhttp3.CacheControl",0.982511923688394,0.972148978246539,0.0109300395263301,0.65961262553802,"small"
"org.apache.bcel.verifier.structurals.InstConstraintVisitor",0.201231190150479,0.209704016913319,0.155787182014913,0.405748663101604,"small"
"com.google.gson.stream.JsonReader",0.750819788993442,0.738248502994012,0.0265140831349307,0.642559523809524,"small"
"org.databene.jdbacl.SQLUtil",0.954817095255342,0.950199203187251,0.466193454065042,0.545725108225108,"negligible"
"wheel.asm.ClassReader",0.549539170506912,0.596691902567479,0.16863045627566,0.328571428571429,"medium"
"okio.RealBufferedSink",0.890053523639608,0.882877009995654,0.0229724402266719,0.643049932523617,"small"
"org.javathena.login.Login",0.683661988511873,0.678091538946042,0.0322319583319583,0.636655011655012,"small"
"com.google.gson.internal.LinkedHashTreeMap",0.692322543278203,0.672284745032578,0.0274925003280572,0.635639621702339,"small"
"umd.cs.shop.JSJshop",0.510666666666667,0.498844444444444,0.0857156691562689,0.606,"small"
"wheel.util.DynamicSelectModel",0.881587301587302,0.883809523809524,0.963422954390194,0.497084548104956,"negligible"
"com.google.re2j.Compiler",0.768813841984574,0.751735078326393,0.291291261981687,0.568792995622264,"negligible"
"us.codecraft.webmagic.utils.DoubleKeyMap",0.954988747186797,0.957706093189964,0.805752102827978,0.511369509043928,"negligible"
"com.google.re2j.CharClass",0.940340909090909,0.945873205741627,0.194084355885651,0.40011961722488,"small"
"org.mozilla.javascript.Parser",0.43588840630747,0.430166142253041,0.288533707934696,0.56794425087108,"negligible"
"okio.Okio",0.560460139111824,0.562065275548422,0.571197606508172,0.464002267573696,"negligible"
"org.objectweb.asm.jip.MethodWriter",0.56547619047619,0.554174354243542,0.192382288112656,0.583928571428571,"small"
"com.google.re2j.Regexp",0.690592334494774,0.655700510493477,0.0204794784602045,0.653488372093023,"small"
"com.pmdesigns.jvc.tools.JVCParser",0.597531363820316,0.592067988668555,0.204044294354683,0.577142857142857,"small"
"org.databene.jdbacl.DBUtil",0.798070987654321,0.793784094171691,0.0597369287890364,0.620058139534884,"small"
"org.freehep.math.minuit.MnAlgebraicSymMatrix",0.949789915966387,0.945916828269769,0.865036823803603,0.510897435897436,"negligible"
"com.google.re2j.Simplify",0.449314024390244,0.439405487804878,0.845131117512272,0.51279000594884,"negligible"
"org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase",0.695332080200501,0.694000626566416,0.750451284424532,0.520408163265306,"negligible"
"com.alibaba.fastjson.util.ASMUtils",0.378947368421053,0.378947368421053,NA,0.5,"negligible"
"com.alibaba.fastjson.util.IOUtils",0.803805175038052,0.800015928639694,0.487701774960036,0.543152454780362,"negligible"
"org.la4j.decomposition.EigenDecompositor",0.773175542406312,0.816536404771699,0.575925854561199,0.447963800904977,"negligible"
"org.jsecurity.web.DefaultWebSecurityManager",0.794065878803118,0.794501718213058,0.49293729225802,0.459891598915989,"negligible"
"org.apache.commons.imaging.formats.bmp.BmpImageParser",0.300016534391534,0.298083798083798,0.428620041598481,0.445945945945946,"negligible"
"com.alibaba.fastjson.serializer.DateCodec",0.73253052917232,0.691471215351812,0.00368252823197238,0.690584415584416,"medium"
"com.google.re2j.Parser",0.695248239540801,0.686871440688235,0.479095820946543,0.54485049833887,"negligible"
"weka.classifiers.Evaluation",0.61214320270924,0.606303130831433,0.173144746537955,0.599047619047619,"small"
"okio.Buffer",0.852951961862853,0.836110440312324,0.00528977935241513,0.695121951219512,"medium"
"us.codecraft.webmagic.Site",0.945054945054945,0.945054945054945,NA,0.5,"negligible"
"okhttp3.internal.tls.OkHostnameVerifier",0.366513233601841,0.366499852811304,1,0.500264270613108,"negligible"
"com.google.re2j.Unicode",0.886075949367089,0.886075949367089,NA,0.5,"negligible"
"umd.cs.shop.JSState",0.586904761904762,0.584294871794872,0.0765524641438018,0.552197802197802,"negligible"
"us.codecraft.webmagic.Spider",0.679084073820916,0.680868838763576,0.760332781608011,0.454545454545455,"negligible"
"okhttp3.internal.tls.DistinguishedNameParser",0.261446886446886,0.251025641025641,0.678197434334893,0.52452380952381,"negligible"
"com.alibaba.fastjson.util.TypeUtils",0.592315877128053,0.60713647617346,0.00313476900856612,0.279094827586207,"medium"
"okio.Segment",1,1,NA,0.5,"negligible"
"com.google.gson.internal.LinkedTreeMap",0.835905698778833,0.800606343283582,0.171208757292713,0.583096590909091,"small"
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory",0.72192407076128,0.719298245614035,0.502535190152246,0.461444308445532,"negligible"
"org.la4j.linear.ForwardBackSubstitutionSolver",1,1,NA,0.5,"negligible"
"org.freehep.math.minuit.MnMinos",0.906866833472338,0.917189763399324,0.682187571876187,0.515948963317384,"negligible"
"com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager",0.556744818212708,0.54716354929711,0.805591295556705,0.516472868217054,"negligible"
"org.la4j.decomposition.SingularValueDecompositor",0.991396226415094,0.994795055302537,0.568947398831329,0.476551724137931,"negligible"
"weka.classifiers.CheckClassifier",0.891847542328634,0.890636376874909,0.788099683509983,0.517421602787456,"negligible"
"com.alibaba.fastjson.serializer.StringCodec",0.892045454545455,0.874274661508704,0.196633869314776,0.581264775413712,"small"
"org.la4j.matrix.dense.Basic1DMatrix",0.966954022988506,0.96551724137931,0.465208818452142,0.583333333333333,"small"
"com.soops.CEN4010.JMCA.JParser.JavaCharStream",0.841875871687587,0.847212849237414,0.652192019880193,0.463709677419355,"negligible"
"org.la4j.vector.sparse.CompressedVector",0.958333333333333,0.949561403508772,1,0.625,"small"
"com.alibaba.fastjson.parser.JSONLexerBase",0.283024991885751,0.274663451878642,0.640316205533597,0.619047619047619,"small"
"org.la4j.matrix.sparse.CRSMatrix",0.912408759124088,0.914146680570038,0.889066004514723,0.471428571428571,"negligible"
