"class","dynamosa","adynamosa","p-value","d","magnitude"
"umd.cs.shop.JSPredicateForm",269.642857142857,231.921052631579,0.00000244846701121297,0.806704260651629,"large"
"com.google.re2j.Utils",107.475,108.142857142857,0.611875090566717,0.467261904761905,"negligible"
"okhttp3.CacheControl",205.5,205.317073170732,0.88984902938646,0.509684361549498,"negligible"
"org.apache.bcel.verifier.structurals.InstConstraintVisitor",2435.91176470588,1150.43181818182,0.232441895960307,0.420454545454545,"small"
"com.google.gson.stream.JsonReader",653.261904761905,546.225,0.0000000000000100786046728211,0.99672619047619,"large"
"org.databene.jdbacl.SQLUtil",499.159090909091,425.238095238095,0.0544772973270622,0.620670995670996,"small"
"wheel.asm.ClassReader",185.1,459.642857142857,0.482084572051122,0.410714285714286,"small"
"okio.RealBufferedSink",404.921052631579,343.641025641026,0.0000000164514347856211,0.874156545209177,"large"
"org.javathena.login.Login",394.051282051282,326.5,0.000000000730293958396091,0.893648018648019,"large"
"com.google.gson.internal.LinkedHashTreeMap",279.658536585366,265.102040816327,0.0617775783773767,0.614982578397213,"small"
"umd.cs.shop.JSJshop",103.875,95.44,0.0752384769268452,0.60975,"small"
"wheel.util.DynamicSelectModel",205.214285714286,139.204081632653,0.000000000000000471757357717488,0.995626822157434,"large"
"com.google.re2j.Compiler",107.487179487179,138.243902439024,0.4298602243784,0.448405253283302,"negligible"
"us.codecraft.webmagic.utils.DoubleKeyMap",98.3023255813954,92.3555555555556,0.0477898985785842,0.622739018087855,"small"
"com.google.re2j.CharClass",1466.86363636364,1230.07894736842,0.0000000415421927122567,0.92822966507177,"large"
"org.mozilla.javascript.Parser",480.214285714286,448.634146341463,0.000314716103374732,0.729965156794425,"medium"
"okio.Okio",145.119047619048,139.214285714286,0.0727111613125507,0.613945578231292,"small"
"org.objectweb.asm.jip.MethodWriter",1902.64285714286,1016.5,0.277741839232478,0.569940476190476,"negligible"
"com.google.re2j.Regexp",519.428571428571,477.581395348837,0.31022045104136,0.567441860465116,"negligible"
"com.pmdesigns.jvc.tools.JVCParser",147.714285714286,153.18,0.0000147164363365715,0.763333333333333,"large"
"org.databene.jdbacl.DBUtil",512.175,420.093023255814,0.000062866162729771,0.755523255813954,"large"
"org.freehep.math.minuit.MnAlgebraicSymMatrix",64.175,61.4358974358974,0.000474543262906802,0.72724358974359,"medium"
"com.google.re2j.Simplify",62.9024390243902,50.8292682926829,0.273395863186531,0.570493753718025,"negligible"
"org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase",159.071428571429,149.047619047619,0.0692738017946167,0.615362811791383,"small"
"com.alibaba.fastjson.util.ASMUtils",28.3023255813953,28.3333333333333,0.850399828902695,0.51092318534179,"negligible"
"com.alibaba.fastjson.util.IOUtils",205.466666666667,202.511627906977,0.483046998074834,0.543669250645995,"negligible"
"org.la4j.decomposition.EigenDecompositor",73.2307692307692,57.1764705882353,0.0541160034581705,0.676470588235294,"medium"
"org.jsecurity.web.DefaultWebSecurityManager",182.048780487805,177.533333333333,0.464543199294278,0.453929539295393,"negligible"
"org.apache.commons.imaging.formats.bmp.BmpImageParser",214.3125,177.189189189189,0.0000000000227861961890185,0.969594594594595,"large"
"com.alibaba.fastjson.serializer.DateCodec",229.863636363636,205.085714285714,0.000365909007808258,0.73474025974026,"medium"
"com.google.re2j.Parser",70.1860465116279,65.6190476190476,0.000918046371915226,0.70874861572536,"medium"
"weka.classifiers.Evaluation",1228.23333333333,1156.71428571429,0.0000391376009163493,0.798095238095238,"large"
"okio.Buffer",2417.76666666667,1094.24390243902,0.0000000000561026890586145,0.958130081300813,"large"
"us.codecraft.webmagic.Site",709.560975609756,708.857142857143,0.320649857733525,0.563298490127758,"negligible"
"okhttp3.internal.tls.OkHostnameVerifier",40.9545454545455,34.4883720930233,0.0000000540263015308582,0.838002114164905,"large"
"com.google.re2j.Unicode",44.0227272727273,43.8139534883721,0.457039495307072,0.54492600422833,"negligible"
"umd.cs.shop.JSState",186.666666666667,161.410256410256,0.000000000159403562159577,0.913308913308913,"large"
"us.codecraft.webmagic.Spider",1364.27272727273,986.555555555556,0.502726839723744,0.595959595959596,"small"
"okhttp3.internal.tls.DistinguishedNameParser",14.6190476190476,14.08,0.915131379788379,0.506666666666667,"negligible"
"com.alibaba.fastjson.util.TypeUtils",972.9375,799.413793103448,0.129416425692282,0.613685344827586,"small"
"okio.Segment",122.744186046512,117.694444444444,0.0137340025580973,0.661821705426357,"small"
"com.google.gson.internal.LinkedTreeMap",287.431818181818,288.125,0.0136475278935319,0.649621212121212,"small"
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory",50.3488372093023,55.1315789473684,0.00427060963026586,0.315177478580171,"medium"
"org.la4j.linear.ForwardBackSubstitutionSolver",67.5,56.4117647058824,0.00108975909409748,0.834558823529412,"large"
"org.freehep.math.minuit.MnMinos",1106.81818181818,765.868421052632,0.00000000397006202337073,0.907496012759171,"large"
"com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager",1189.5,1465.76744186047,0.281071328278585,0.428940568475452,"negligible"
"org.la4j.decomposition.SingularValueDecompositor",42.28,50.6206896551724,0.549129845370681,0.548275862068966,"negligible"
"weka.classifiers.CheckClassifier",241.439024390244,231.690476190476,0.0311908049306099,0.637630662020906,"small"
"com.alibaba.fastjson.serializer.StringCodec",128.611111111111,119.212765957447,0.0394674117383199,0.632683215130024,"small"
"org.la4j.matrix.dense.Basic1DMatrix",229,194.8,0.00432900432900433,1,"large"
"com.soops.CEN4010.JMCA.JParser.JavaCharStream",857.208333333333,586.741935483871,0.039194585396181,0.663978494623656,"small"
"org.la4j.vector.sparse.CompressedVector",307.5,787,1,0.5,"negligible"
"com.alibaba.fastjson.parser.JSONLexerBase",7437.5,3193.09523809524,0.00790513833992095,1,"large"
"org.la4j.matrix.sparse.CRSMatrix",3281.8,2311.78571428571,0.000171998624011008,1,"large"
