BranchCoverage,CoveredMethodCall,Covered_Goals,ExceptionCoverage,Fitness_Evaluations,Generations,InputCoverage,Length,LineCoverage,Lines,LoopCounter,MethodCall,MethodCoverage,MutationScore,ObjectsInstantiations,OutputCoverage,Random_Seed,Size,StatementCounter,StatementCovered,Statements_Executed,TARGET_CLASS,TestExecutionTime,Tests_Executed,Total_Branches,Total_Time,WeakMutationScore,configuration_id,criterion
0.6547619047619048,6822.0,433,1.0,1336,1328,0.3082706766917293,,0.6956521739130435,25,6551.0,82.0,0.6956521739130435,0.2755102040816326,0.0,0.21052631578947367,1033,25,0.0,24240.0,111185,org.apache.commons.math3.ode.AbstractIntegrator,270,7272,64,246382,0.8804347826086957,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.6026200873362445,3138.0,1261,1.0,1572,1564,0.9393939393939394,,0.32125603864734303,15,4897.0,386.0,1.0,0.06259620318111853,0.0,0.5,1033,107,78.0,32986.0,64392,wheel.asm.Frame,563,8514,686,298586,0.3718791064388962,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.8666666666666667,37.0,281,1.0,2514,2506,0.2571428571428571,,0.9438202247191012,18,28.0,37.0,0.6666666666666666,0.32432432432432434,0.0,0.4,1034,13,0.0,66.0,109227,org.apache.commons.math3.ode.MultistepIntegrator,13,13861,14,201003,0.8633093525179856,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.8666666666666667,65.0,279,1.0,4059,4051,0.2285714285714285,,0.9438202247191012,18,24.0,34.0,0.6666666666666666,0.32432432432432434,0.0,0.36,1035,12,0.0,51.0,150936,org.apache.commons.math3.ode.MultistepIntegrator,9,22095,14,197166,0.8633093525179856,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.08258928571428571,0.0,407,1.0,8264,8256,0.1568627450980392,,0.09193548387096774,20,104.0,39.0,0.5,0.10504201680672268,0.0,0.09523809523809523,1036,16,24.0,219.0,601070,weka.core.Optimization,12,45347,434,204004,0.2688984881209503,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.8639455782312925,306.0,1730,1.0,4516,4508,0.5402843601895735,,0.8953168044077136,61,16209.0,376.0,0.95,0.4170984455958549,15952.0,0.4509803921568628,1039,124,0.0,71927.0,191492,wheel.json.JSONObject,233,24988,270,268624,0.8962386511024644,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.8842794759825328,2140.0,860,1.0,3047,3039,0.5655430711610487,,0.7428023032629558,55,82363.0,2294.0,0.8695652173913043,0.5319587628865979,695.0,0.43859649122807015,1041,256,4658.0,289776.0,175902,org.apache.bcel.classfile.Utility,830,16618,890,444188,0.8662337662337662,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.6428571428571429,18746.0,402,1.0,1941,1933,0.16541353383458646,,0.6811594202898551,25,20715.0,67.0,0.6086956521739131,0.12244897959183673,0.0,0.13157894736842105,1041,21,0.0,86761.0,155721,org.apache.commons.math3.ode.AbstractIntegrator,575,10592,64,279928,0.8641304347826086,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.27163461538461536,0.0,1109,1.0,5321,5313,0.4354838709677419,,0.350354609929078,74,93.0,272.0,0.9305555555555556,0.2546705998033432,0.0,0.25806451612903225,1042,80,15.0,26.0,333423,weka.classifiers.rules.JRip,23,29001,362,246382,0.5206445115810675,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
0.6547619047619048,17200.0,429,1.0,2063,2055,0.2932330827067669,,0.6956521739130435,25,9637.0,103.0,0.6521739130434783,0.2653061224489796,0.0,0.15789473684210525,1043,28,0.0,35942.0,168880,org.apache.commons.math3.ode.AbstractIntegrator,396,11499,64,259929,0.875,dynamosa-1.0.6,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD
