TARGET_CLASS,criterion,configuration_id,Total_Branches,Lines,Covered_Goals,Generations,Statements_Executed,Fitness_Evaluations,Tests_Executed,Total_Time,Size,Length,BranchCoverage,ObjectsInstantiations,StatementCovered,StatementCounter,CoveredMethodCall,LoopCounter,TestExecutionTime,Random_Seed,LineCoverage,WeakMutationScore,ExceptionCoverage,InputCoverage,OutputCoverage,MethodCoverage,MutationScore
com.soops.CEN4010.JMCA.JParser.JavaCharStream,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,198,31,1653,102,53216,5248,5199,490795,154,1912,0.9074074074074074,47.0,95570.0,841.0,245.0,30425.0,2905,1001,0.8661087866108786,0.931211498973306,1.0,1.0,0.8611111111111112,1.0,0.40311986863710997
net.kencochrane.a4j.DAO.Product,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,30,2,44,2342,1686735,120899,120850,184537,4,11,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,1,1001,0.3064516129032258,0.5333333333333333,1.0,1.0,1.0,1.0,0.5333333333333333
us.codecraft.webmagic.model.PageModelExtractor,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,142,18,225,1101,406106,51420,51371,199238,19,47,0.2384105960264901,0.0,721.0,0.0,93.0,41.0,4,1001,0.32038834951456313,0.2777777777777778,1.0,0.5192307692307693,0.4166666666666667,1.0,0.10185185185185183
okio.Utf8,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,26,3,109,2855,646461,147559,147510,184344,9,9,0.4444444444444444,0.0,47.0,0.0,0.0,12.0,1,1001,0.5333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.32653061224489793
weka.filters.unsupervised.attribute.Discretize,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,212,46,1708,614,580695,28747,28698,398777,123,652,0.9710743801652892,22.0,3362.0,0.0,406.0,1059.0,56,1001,0.9972972972972972,0.9733520336605892,1.0,0.85,0.5555555555555556,1.0,0.4424934152765584
org.apache.bcel.util.Class2HTML,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,52,6,524,206,138264,10500,10451,220162,19,54,0.7924528301886793,833.0,112907.0,0.0,1030.0,11217.0,173,1001,0.9285714285714286,0.9680232558139537,1.0,1.0,0.4444444444444444,1.0,0.2303921568627451
org.apache.bcel.classfile.Utility,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,890,55,2991,451,270407,22823,22774,525590,551,8360,0.8700873362445415,493.0,283252.0,6372.0,3006.0,124293.0,994,1002,0.7562380038387716,0.8740259740259742,1.0,0.9363295880149812,0.5175438596491229,0.8913043478260869,0.5938144329896907
com.alibaba.fastjson.util.JavaBeanInfo,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,452,11,873,595,301990,21915,21866,219661,43,180,0.4162995594713657,2477.0,9484.0,0.0,76.0,1326.0,35,1002,0.4932562620423892,0.7009803921568627,1.0,0.6160714285714286,0.4482758620689655,1.0,0.3373493975903614
org.apache.commons.jxpath.ri.model.beans.PropertyIterator,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,98,10,759,780,850128,36080,36031,243162,28,239,0.931372549019608,228.0,24586.0,0.0,2429.0,2578.0,152,1002,0.9740259740259741,0.9368932038834952,1.0,1.0,0.6551724137931034,1.0,0.44988864142538976
com.google.re2j.Regexp,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,182,10,548,67,34468,3571,3522,284255,61,247,0.7311827956989247,6.0,105.0,0.0,19.0,20.0,8,1002,0.6951219512195121,0.5866141732283464,0.5714285714285714,1.0,0.75,1.0,0.2638888888888889
com.google.re2j.Utils,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,104,11,1015,1495,1031406,76510,76461,203602,68,110,0.9807692307692308,0.0,197.0,0.0,16.0,65.0,10,1002,0.9647058823529412,0.972644376899696,1.0,0.9629629629629628,0.72,1.0,0.7153739612188366
org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,202,9,1062,141,139545,6704,6655,304427,25,132,0.5485436893203883,4.0,151089.0,0.0,24.0,19504.0,469,1002,0.6348684210526315,0.9447154471544716,1.0,0.5581395348837209,0.6,1.0,0.2159090909090909
org.la4j.decomposition.SingularValueDecompositor,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,180,4,862,155,146015,7911,7862,216913,9,45,0.9450549450549449,0.0,80109.0,0.0,1093.0,33882.0,157,1002,1.0,0.9878048780487804,1.0,0.625,0.4,1.0,0.34959349593495936
org.freehep.math.minuit.MnLineSearch,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,94,2,414,197,147329,10346,10297,212151,15,93,0.9684210526315791,60.0,31657.0,0.0,2.0,6341.0,119,1002,0.9903846153846154,0.8409090909090909,1.0,1.0,0.5,1.0,0.1590909090909091
umd.cs.shop.JSState,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,38,8,279,1340,936239,67764,67715,195279,38,197,0.5853658536585366,8.0,22.0,0.0,10.0,26.0,6,1002,0.5875,0.6114285714285714,1.0,0.9318181818181818,0.475,1.0,0.29714285714285715
com.alibaba.fastjson.util.TypeUtils,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,1160,69,3125,95,31157,4721,4672,320092,278,704,0.5739948674080411,0.0,87373.0,0.0,1750.0,8871.0,596,1002,0.6350851221317543,0.6103678929765887,1.0,0.6409017713365539,0.5294117647058824,1.0,0.2729340409401061
com.google.re2j.Regexp,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,182,10,502,40,18754,2122,2073,344048,65,1035,0.6666666666666666,79.0,272.0,243.0,222.0,34.0,29,1003,0.6097560975609756,0.5354330708661418,0.625,1.0,0.75,1.0,0.2777777777777778
org.la4j.decomposition.EigenDecompositor,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,222,13,1501,198,128221,10088,10039,217308,19,108,0.8295964125560538,0.0,18336.0,10.0,124.0,4167.0,55,1003,0.8741258741258742,0.9537869062901156,1.0,0.625,0.6,1.0,0.199851411589896
us.codecraft.webmagic.Site,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,68,36,989,1062,1250701,53735,53686,241649,228,705,0.8910891089108911,46.0,0.0,0.0,60.0,0.0,42,1003,0.9450549450549449,0.9811912225705328,1.0,1.0,0.8969359331476323,1.0,0.5414201183431953
org.firebirdsql.jdbc.FBCachedFetcher,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,108,25,651,824,763560,36790,36741,224505,55,303,0.5932203389830508,40.0,64.0,0.0,123.0,0.0,13,1003,0.7215189873417721,0.9654178674351584,1.0,1.0,0.9642857142857144,1.0,0.63718820861678
org.apache.commons.imaging.common.itu_t4.T4AndT6Compression,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,274,17,1646,272,152840,13771,13722,340361,68,184,0.8321167883211679,0.0,118238.0,0.0,8415.0,38472.0,382,1003,0.9443099273607748,0.9458064516129032,1.0,1.0,0.5,1.0,0.17899761336515513
org.apache.bcel.generic.ConstantPoolGen,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,182,41,1903,449,483608,21375,21326,270127,143,493,0.8172588832487309,73512.0,17064.0,12.0,597.0,1470.0,56,1003,0.9652777777777778,0.9523316062176166,1.0,0.822289156626506,0.42857142857142855,1.0,0.6429961089494164
com.google.re2j.RE2,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,122,47,1464,550,497001,27569,27520,306510,112,248,0.9407894736842104,0.0,860.0,0.0,163.0,158.0,44,1003,0.9653679653679652,0.8964613368283093,0.967741935483871,0.9664429530201344,0.6132075471698113,1.0,0.3186714542190305
com.alibaba.fastjson.JSONArray,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,36,68,1032,118,49424,5699,5650,419091,177,2618,0.9545454545454546,12.0,255091.0,813.0,30143.0,121301.0,1024,1003,0.9731543624161074,0.9589905362776026,1.0,0.7741935483870968,0.45662100456620996,1.0,0.4658385093167702
org.databene.jdbacl.DBUtil,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,170,54,1441,583,267998,28613,28564,280674,177,406,0.7157360406091371,6.0,86.0,0.0,14.0,55.0,97,1003,0.8117283950617284,0.7214285714285714,0.9855072463768116,0.6570796460176991,0.16470588235294115,1.0,0.3
org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegrator,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,238,13,1432,44,49639,2418,2369,425918,42,150,0.8305785123966942,0.0,621338.0,0.0,9440.0,221479.0,1554,1003,0.8733766233766234,0.9428969359331476,1.0,0.9480519480519479,1.0,1.0,0.10910518053375197
com.google.gson.internal.LinkedHashTreeMap,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,232,60,1077,77,61706,3145,3096,226445,68,303,0.5992366412213741,283.0,10219.0,0.0,135.0,10066.0,86,1004,0.6939313984168866,0.6790540540540541,1.0,1.0,0.6176470588235294,0.9148936170212766,0.18497109826589594
umd.cs.shop.JSState,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,38,8,277,1588,1433099,78901,78852,194542,32,189,0.5853658536585366,4.0,268.0,0.0,7.0,97.0,7,1004,0.5875,0.6114285714285714,1.0,0.9318181818181818,0.475,1.0,0.29714285714285715
weka.classifiers.functions.supportVector.RegSMO,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,282,18,974,247,178262,12506,12457,316498,62,189,0.6357388316151202,0.0,99388.0,0.0,0.0,11577.0,205,1004,0.7228070175438597,0.6067864271457086,1.0,0.9696969696969696,0.3870967741935484,1.0,0.11677631578947367
org.freehep.math.minuit.SimplexBuilder,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,54,2,377,274,382170,14184,14135,208244,22,251,0.9272727272727272,0.0,24181.0,0.0,0.0,3113.0,60,1004,0.9583333333333334,0.9842519685039369,1.0,0.9574468085106383,0.8,1.0,0.5748031496062992
org.apache.commons.math3.ode.AbstractIntegrator,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,64,25,464,68,63604,3529,3480,470827,46,196,0.6309523809523809,11691.0,230724.0,0.0,35170.0,58471.0,1958,1004,0.6884057971014492,0.9239130434782608,1.0,0.5037593984962406,0.2631578947368421,0.6521739130434783,0.2857142857142857
com.google.gson.stream.JsonReader,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,660,39,2033,653,218602,33533,33484,253148,155,619,0.7256371814092953,320.0,5022.0,0.0,330.0,529.0,83,1004,0.7380239520958084,0.6901408450704225,1.0,1.0,0.59375,1.0,0.17421602787456447
org.jsecurity.web.DefaultWebSecurityManager,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,52,24,411,151,90013,7962,7913,226813,47,177,0.7313432835820896,0.0,30.0,0.0,45.0,0.0,156,1004,0.7938144329896907,0.7962962962962963,1.0,0.7326732673267327,0.3793103448275862,1.0,0.3515151515151515
com.alibaba.fastjson.util.ASMUtils,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,64,9,245,1691,405151,79188,79139,188470,22,28,0.4393939393939394,0.0,110.0,0.0,0.0,19.0,2,1004,0.37894736842105264,0.5584415584415584,1.0,0.4680851063829787,0.3333333333333333,1.0,0.4090909090909091
com.alibaba.fastjson.JSONArray,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,36,68,1048,117,57662,5363,5314,465612,223,3468,0.9886363636363636,48.0,379428.0,1145.0,32167.0,184809.0,1492,1004,0.9932885906040269,0.9779179810725552,1.0,0.7880184331797235,0.4611872146118721,1.0,0.4782608695652174
com.google.re2j.Parser,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,646,59,1713,419,237586,21338,21289,343860,47,82,0.6266866566716641,44.0,32205.0,0.0,5417.0,1217.0,80,1005,0.7048346055979644,0.6007984031936128,1.0,1.0,0.6,0.1875,0.1991411701556629
org.mozilla.javascript.Parser,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,722,67,1365,405,207533,20830,20781,279819,104,460,0.4248985115020298,2.0,-18217.0,0.0,3743.0,1428.0,104,1005,0.42070665571076415,0.3947368421052632,0.8571428571428571,0.8988764044943821,0.4375,1.0,0.09526000920386564
umd.cs.shop.JSTerm,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,182,22,975,162,99641,8366,8317,418264,95,1679,0.6979166666666666,2321.0,645.0,45.0,1200.0,63.0,27,1005,0.7138364779874213,0.7079831932773109,0.9565217391304348,0.8636363636363636,0.6666666666666666,1.0,0.4559139784946237
okio.ByteString,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,142,56,1755,162,98570,7893,7844,266551,162,478,0.9770114942528736,43.0,2238.0,11.0,174.0,464.0,52,1005,0.8842105263157894,0.954498448810755,1.0,0.7246376811594203,0.5172413793103449,1.0,0.5559875583203733
com.google.re2j.Simplify,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,68,3,194,54,34137,2867,2818,258490,10,54,0.6029411764705882,0.0,11548.0,0.0,703.0,1388.0,62,1005,0.5,0.5067567567567568,0.6666666666666666,1.0,1.0,1.0,0.25
com.google.gson.internal.LinkedHashTreeMap,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,232,60,1061,66,42783,2941,2892,231737,63,243,0.583969465648855,346.0,10202.0,0.0,149.0,10046.0,140,1005,0.6701846965699209,0.6925675675675675,1.0,1.0,0.6176470588235294,0.9361702127659576,0.16835260115606934
org.fixsuite.message.Library,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,32,6,119,9,8899,562,513,226595,8,18,0.4857142857142857,0.0,0.0,0.0,0.0,2.0,352,1005,0.7058823529411765,0.2909090909090909,1.0,1.0,0.4545454545454545,1.0,0.14545454545454545
com.alibaba.fastjson.util.TypeUtils,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,1160,69,3061,86,22893,4352,4303,324442,266,620,0.562874251497006,0.0,74534.0,15.0,1559.0,8006.0,234,1005,0.6276831976313841,0.6003344481605352,1.0,0.6151368760064412,0.5163398692810458,1.0,0.2623199393479909
org.apache.commons.imaging.common.RationalNumber,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,60,14,724,342,413929,17609,17560,203112,40,66,0.9558823529411764,236.0,5039.0,0.0,1891.0,213.0,24,1005,0.951219512195122,0.9907407407407408,1.0,1.0,0.9066666666666666,0.9090909090909092,0.6809954751131222
org.apache.commons.imaging.common.itu_t4.T4AndT6Compression,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,274,17,1626,370,156616,18930,18881,332715,68,181,0.8321167883211679,0.0,106971.0,0.0,9819.0,43207.0,446,1005,0.937046004842615,0.9329032258064516,1.0,1.0,0.5,1.0,0.27804295942720764
org.jsecurity.web.DefaultWebSecurityManager,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,52,24,399,149,132508,7975,7926,275933,49,174,0.6716417910447762,0.0,30.0,0.0,41.0,0.0,195,1006,0.7731958762886598,0.7901234567901234,1.0,0.7128712871287128,0.3793103448275862,1.0,0.3515151515151515
com.alibaba.fastjson.util.IOUtils,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,222,20,1425,336,193388,17220,17171,216210,107,225,0.7098214285714286,0.0,957.0,0.0,33.0,157.0,23,1006,0.8287671232876712,0.7963594994311718,1.0,0.6521739130434783,0.6666666666666666,1.0,0.3874391862007961
com.google.gson.internal.LinkedHashTreeMap,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,232,60,1125,55,52260,2317,2268,238340,66,289,0.6221374045801527,643.0,10411.0,0.0,188.0,10098.0,164,1006,0.7229551451187335,0.7364864864864865,1.0,1.0,0.5,0.9361702127659576,0.21965317919075145
org.apache.commons.math3.ode.nonstiff.EmbeddedRungeKuttaIntegrator,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,54,9,320,51,45213,2815,2766,258142,21,76,0.9032258064516128,0.0,246447.0,0.0,18.0,80749.0,420,1006,0.9629629629629628,0.9863013698630136,1.0,0.8235294117647058,0.6666666666666666,1.0,0.4666666666666667
weka.classifiers.rules.JRip,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,362,74,1225,427,308649,21042,20993,297121,110,410,0.28125,10.0,26.0,0.0,10.0,21.0,26,1006,0.375886524822695,0.5689828801611279,1.0,0.8709677419354839,0.3440860215053764,0.9583333333333334,0.24188790560471976
org.freehep.math.minuit.SimplexBuilder,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,54,2,379,325,400516,16867,16818,207376,25,278,0.9272727272727272,18.0,25621.0,0.0,4.0,2544.0,69,1006,0.9583333333333334,0.9842519685039369,1.0,0.9574468085106383,0.8666666666666667,1.0,0.5511811023622047
org.databene.jdbacl.DBUtil,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,170,54,1469,529,246537,25753,25704,277673,172,474,0.7208121827411168,4.0,28.0,11.0,16.0,51.0,98,1006,0.8055555555555556,0.7214285714285714,1.0,0.7101769911504425,0.18823529411764706,1.0,0.19428571428571428
wheel.json.JSONObject,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,270,61,1875,332,262787,16719,16670,527834,222,2705,0.8707482993197279,29033.0,558817.0,870.0,4273.0,51051.0,2070,1006,0.9173553719008264,0.9014267185473412,1.0,0.8720379146919431,0.5751633986928104,0.95,0.5129533678756477
org.firebirdsql.jdbc.FBCachedFetcher,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,108,25,619,612,484176,28499,28450,244840,52,252,0.5084745762711864,40.0,98.0,0.0,152.0,0.0,14,1006,0.6392405063291139,0.9654178674351584,1.0,1.0,0.9642857142857144,1.0,0.6145124716553289
com.google.re2j.Regexp,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,182,10,564,74,36132,3903,3854,336906,67,286,0.7473118279569892,2.0,66.0,0.0,15.0,28.0,10,1006,0.7134146341463414,0.6062992125984252,0.5714285714285714,1.0,0.875,1.0,0.28125
accessories.plugins.time.JDayChooser,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,170,61,1665,111,62803,5622,5573,487295,125,341,0.8028846153846154,304279.0,216668.0,0.0,15589.0,58556.0,1259,1006,0.855,0.8365508365508365,1.0,0.7228915662650602,0.3652173913043478,1.0,0.211750305997552
com.alibaba.fastjson.util.JavaBeanInfo,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,452,11,873,530,353158,17246,17197,221354,43,188,0.4162995594713657,2363.0,13748.0,0.0,106.0,2039.0,37,1007,0.4932562620423892,0.7009803921568627,1.0,0.6160714285714286,0.4482758620689655,1.0,0.3373493975903614
org.databene.jdbacl.SQLUtil,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,174,45,1458,655,593973,30149,30100,282169,173,445,0.9574468085106383,18.0,12075.0,0.0,59.0,11109.0,68,1007,0.9641434262948207,0.9361344537815126,1.0,0.8583333333333333,0.5638297872340425,1.0,0.7142857142857143
okio.Utf8,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,26,3,109,3208,732316,165382,165333,184139,9,9,0.4444444444444444,0.0,57.0,0.0,0.0,14.0,1,1007,0.5333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.32653061224489793
org.apache.bcel.generic.ConstantPoolGen,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,182,41,1916,330,322252,15895,15846,261666,145,487,0.8324873096446701,47491.0,11311.0,0.0,576.0,963.0,37,1007,0.9652777777777778,0.955440414507772,1.0,0.8102409638554217,0.4571428571428571,1.0,0.6702334630350194
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH;LINE;WEAKMUTATION;INPUT;OUTPUT;EXCEPTION;CBRANCH;METHOD,PDMOSA,1696,42,3161,159,81958,8259,8210,333816,171,784,0.6590509666080844,0.0,31557.0,0.0,905.0,1701.0,554,1007,0.6422018348623854,0.5299539170506913,1.0,0.8909090909090909,0.5,1.0,0.2301168683421243
