"class","non-adaptive","adynamosa","p-value","d","magnitude"
"org.apache.bcel.verifier.structurals.InstConstraintVisitor",0.0171717171717172,0.0975757575757576,0.0821646658070491,0.330578512396694,"medium"
"com.google.gson.stream.JsonReader",0.589336016096579,0.658274647887324,0.000000271134479308341,0.0339285714285714,"large"
"org.databene.jdbacl.SQLUtil",0.887089381207028,0.917246898759504,0.00064349861164909,0.162337662337662,"large"
"wheel.asm.ClassReader",0.696211683053788,0.721133190118152,0.435533339501533,0.409340659340659,"small"
"okio.RealBufferedSink",0.879208754208754,0.875830959164293,0.780291400622674,0.527972027972028,"negligible"
"org.javathena.login.Login",0.585714285714286,0.58744437380801,0.090675949051254,0.349025974025974,"small"
"com.google.gson.internal.LinkedHashTreeMap",0.647349272349272,0.661920849420849,0.264520846743335,0.397959183673469,"small"
"umd.cs.shop.JSJshop",0.53047619047619,0.643904761904762,0.0000856652101068028,0.163333333333333,"large"
"wheel.util.DynamicSelectModel",0.713489409141583,0.847973972197575,0.173827537965911,0.383830455259027,"small"
"com.google.re2j.Compiler",0.667379679144385,0.660166949263076,0.221318469640526,0.626829268292683,"small"
"us.codecraft.webmagic.utils.DoubleKeyMap",0.92816091954023,0.947892720306513,0.469065916688884,0.453703703703704,"negligible"
"com.google.re2j.CharClass",0.935064935064935,0.940904089492023,0.378609599956193,0.411483253588517,"small"
"org.mozilla.javascript.Parser",0.373048004626952,0.409957821382725,0.0000779632502208271,0.133208255159475,"large"
"okio.Okio",0.535619047619048,0.577687074829932,0.771235687063765,0.473809523809524,"negligible"
"org.objectweb.asm.jip.MethodWriter",0.372311348781937,0.625392156862745,0.000000496794940530456,0,"large"
"com.google.re2j.Regexp",0.579527559055118,0.548342794360007,0.124344574826375,0.634883720930233,"small"
"com.pmdesigns.jvc.tools.JVCParser",0.532477200818909,0.566499162479062,0.00000253592336988059,0.123888888888889,"large"
"org.databene.jdbacl.DBUtil",0.632142857142857,0.689036544850498,0.0000226341729965568,0.119601328903654,"large"
"org.freehep.math.minuit.MnAlgebraicSymMatrix",0.952229817708333,0.952023237179487,0.427373986789501,0.44150641025641,"negligible"
"com.google.re2j.Simplify",0.412644787644788,0.403757415952538,0.799911321601444,0.523519163763066,"negligible"
"org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase",0.953193960511034,0.955478126209833,0.0961652989382717,0.357993197278912,"small"
"com.alibaba.fastjson.util.ASMUtils",0.558441558441558,0.558441558441558,NA,0.5,"negligible"
"com.alibaba.fastjson.util.IOUtils",0.717447512669356,0.764796147842421,0.000634746023081578,0.162790697674419,"large"
"org.la4j.decomposition.EigenDecompositor",0.749251176722294,0.867477157743714,0.698115399619169,0.441176470588235,"negligible"
"org.jsecurity.web.DefaultWebSecurityManager",0.754036087369421,0.792318244170096,0.000172050764432555,0.172649572649573,"large"
"org.apache.commons.imaging.formats.bmp.BmpImageParser",0.226428571428571,0.253474903474903,0.00000949193439438505,0.05,"large"
"com.alibaba.fastjson.serializer.DateCodec",0.873931623931624,0.896031746031746,0.105776657149087,0.373626373626374,"small"
"com.google.re2j.Parser",0.597113465376938,0.586065963311472,0.457289297015233,0.56959706959707,"negligible"
"weka.classifiers.Evaluation",0.512971698113208,0.639757412398922,0.000000409720384077109,0.00476190476190476,"large"
"okio.Buffer",0.617588715009918,0.697742679432525,0.000000259385413414719,0.0215759849906191,"large"
"us.codecraft.webmagic.Site",0.981191222570533,0.981191222570533,NA,0.5,"negligible"
"okhttp3.internal.tls.OkHostnameVerifier",0.308666666666667,0.305697674418605,0.212652875317706,0.572093023255814,"negligible"
"com.google.re2j.Unicode",0.898573692551506,0.898573692551506,NA,0.5,"negligible"
"umd.cs.shop.JSState",0.586938775510204,0.604395604395604,0.000135310421925877,0.176739926739927,"large"
"us.codecraft.webmagic.Spider",0.66593567251462,0.659519168291098,0.877034954649766,0.458333333333333,"negligible"
"okhttp3.internal.tls.DistinguishedNameParser",0.0632611637347767,0.184113667117727,0.0095199997250941,0.270833333333333,"medium"
"com.alibaba.fastjson.util.TypeUtils",0.59077878643096,0.58960904163303,0.677738188920822,0.45935960591133,"negligible"
"okio.Segment",0.997526283240569,0.995401864449484,0.10344858147562,0.630050505050505,"small"
"com.google.gson.internal.LinkedTreeMap",0.473484848484848,0.688512731481482,0.00073114018193871,0.170454545454545,"large"
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory",0.68695652173913,0.682608695652174,0.819547179717508,0.486842105263158,"negligible"
"org.la4j.linear.ForwardBackSubstitutionSolver",0.937823834196891,0.937823834196891,0.916631924348141,0.470588235294118,"negligible"
"org.freehep.math.minuit.MnMinos",0.671450025029201,0.916200479506793,0.00000214446740976861,0.0566801619433198,"large"
"com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager",0.455892034233048,0.474172114457186,0.250246413124631,0.396179401993355,"small"
"org.la4j.decomposition.SingularValueDecompositor",0.98780487804878,0.98780487804878,NA,0.5,"negligible"
"weka.classifiers.CheckClassifier",0.972518552875696,0.968150896722325,0.0260408392157946,0.688988095238095,"medium"
"com.alibaba.fastjson.serializer.StringCodec",0.78760045924225,0.845030168307399,0.00838659744544287,0.265139116202946,"medium"
"org.la4j.matrix.dense.Basic1DMatrix",0.934445768772348,0.982359952324196,0.0324733203260696,0,"large"
"com.soops.CEN4010.JMCA.JParser.JavaCharStream",0.87793748574036,0.913592104391601,0.0104549553351061,0.21505376344086,"large"
"com.alibaba.fastjson.parser.JSONLexerBase",0.380552813425469,0.416349363042354,0.153675889328063,0.261904761904762,"large"
"org.la4j.matrix.sparse.CRSMatrix",0.768665850673195,0.833187620213324,0.132117822418876,0,"large"
