"class","non-adaptive","pdynamosa","p-value","d","magnitude"
"okio.SegmentedByteString",0.948642266824085,0.990966749951951,0.0000076875514414453,0.20514950166113,"large"
"com.alibaba.fastjson.parser.DefaultJSONParser",0.331640211640212,0.352028218694885,0.256766568703476,0.372916666666667,"small"
"accessories.plugins.time.JDayChooser",0.8125,0.838714285714286,0.0000331108573931905,0.0267857142857143,"large"
"wheel.asm.ClassWriter",0.974804905239688,0.985822306238185,0.000017704083641171,0.12876254180602,"large"
"com.google.re2j.RE2",0.963203463203463,0.963354474982382,1,0.5,"negligible"
"okio.Timeout",0.861344537815126,0.86078431372549,0.768133878569185,0.514285714285714,"negligible"
"org.apache.commons.imaging.common.RationalNumber",0.95630081300813,0.953771979580261,0.124986927447085,0.373062015503876,"small"
"com.alibaba.fastjson.JSONArray",0.788590604026846,0.955517402840643,0.0000000114021945506817,0.0138081395348837,"large"
"okio.ByteString",0.885964912280702,0.888004895960832,0.797842825791077,0.481395348837209,"negligible"
"org.firebirdsql.encodings.EncodingFactory",0.941873278236914,0.941956563521045,0.781232368961338,0.489922480620155,"negligible"
"weka.core.FindWithCapabilities",0.839558374442095,0.8213608957795,0.010101016404961,0.752525252525252,"large"
"org.apache.commons.jxpath.util.MethodLookupUtils",0.972182254196643,0.979676258992806,0.00286995169810791,0.2575,"large"
"us.codecraft.webmagic.model.PageModelExtractor",0.320388349514563,0.320388349514563,NA,0.5,"negligible"
"weka.gui.beans.Filter",0.490337248957939,0.525018085362913,0.0015102338597475,0.215909090909091,"large"
"umd.cs.shop.JSPredicateForm",0.778282828282828,0.791068580542265,0.632926685915456,0.452850877192982,"negligible"
"com.google.re2j.Utils",0.964705882352941,0.964705882352941,NA,0.5,"negligible"
"okhttp3.CacheControl",0.956081081081081,0.972148978246539,0.00033491057986305,0.190766550522648,"large"
"org.apache.bcel.verifier.structurals.InstConstraintVisitor",0.17369978858351,0.209704016913319,0.247313697537741,0.386363636363636,"small"
"com.google.gson.stream.JsonReader",0.67204875962361,0.738248502994012,0.0000000630202119004531,0.00982142857142857,"large"
"org.databene.jdbacl.SQLUtil",0.920318725099602,0.950199203187251,0.00035341427678087,0.147186147186147,"large"
"wheel.asm.ClassReader",0.560971286777738,0.596691902567479,0.481328858515167,0.417582417582418,"small"
"okio.RealBufferedSink",0.882896764252696,0.882877009995654,0.822517694803977,0.522144522144522,"negligible"
"org.javathena.login.Login",0.627515671395579,0.678091538946042,0.000000232622390278954,0.0381493506493506,"large"
"com.google.gson.internal.LinkedHashTreeMap",0.640349096813477,0.672284745032578,0.0421081658615191,0.314756671899529,"medium"
"umd.cs.shop.JSJshop",0.428148148148148,0.498844444444444,0.000608004445678365,0.206,"large"
"wheel.util.DynamicSelectModel",0.811282051282051,0.883809523809524,0.215549466932119,0.39010989010989,"small"
"com.google.re2j.Compiler",0.767479674796748,0.751735078326393,0.32998801948565,0.601219512195122,"small"
"us.codecraft.webmagic.utils.DoubleKeyMap",0.954301075268817,0.957706093189964,0.768419911280936,0.521296296296296,"negligible"
"com.google.re2j.CharClass",0.943181818181818,0.945873205741627,0.775141862920139,0.471291866028708,"negligible"
"org.mozilla.javascript.Parser",0.401807723911257,0.430166142253041,0.000753178409749833,0.186679174484053,"large"
"okio.Okio",0.555805243445693,0.562065275548422,0.834527935131458,0.519047619047619,"negligible"
"org.objectweb.asm.jip.MethodWriter",0.359023817510902,0.554174354243542,0.000000496500349175129,0,"large"
"com.google.re2j.Regexp",0.702845528455285,0.655700510493477,0.0115607944322998,0.720930232558139,"medium"
"com.pmdesigns.jvc.tools.JVCParser",0.55744412968209,0.592067988668555,0.000000188984143100228,0.0838888888888889,"large"
"org.databene.jdbacl.DBUtil",0.723544973544973,0.793784094171691,0.000000024163909417699,0,"large"
"org.freehep.math.minuit.MnAlgebraicSymMatrix",0.946428571428571,0.945916828269769,1,0.5,"negligible"
"com.google.re2j.Simplify",0.426339285714286,0.439405487804878,0.88443270612213,0.513937282229965,"negligible"
"org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase",0.658834586466165,0.694000626566416,0.00940399007977949,0.266156462585034,"medium"
"com.alibaba.fastjson.util.ASMUtils",0.378947368421053,0.378947368421053,NA,0.5,"negligible"
"com.alibaba.fastjson.util.IOUtils",0.759651307596513,0.800015928639694,0.000128811578247638,0.12262156448203,"large"
"org.la4j.decomposition.EigenDecompositor",0.628593628593629,0.816536404771699,0.20701658669664,0.318627450980392,"medium"
"org.jsecurity.web.DefaultWebSecurityManager",0.772402854877082,0.794501718213058,0.000607679869003271,0.206837606837607,"large"
"org.apache.commons.imaging.formats.bmp.BmpImageParser",0.245238095238095,0.298083798083798,0.00231820444210427,0.183783783783784,"large"
"com.alibaba.fastjson.serializer.DateCodec",0.652698048220436,0.691471215351812,0.00525379839143291,0.235164835164835,"large"
"com.google.re2j.Parser",0.697396750831865,0.686871440688235,0.691867742743465,0.537545787545788,"negligible"
"weka.classifiers.Evaluation",0.533139816158684,0.606303130831433,0.000000567190717485583,0.0107142857142857,"large"
"okio.Buffer",0.764491833798765,0.836110440312324,0.0000002465236076579,0.0206378986866792,"large"
"us.codecraft.webmagic.Site",0.945054945054945,0.945054945054945,0.0000000000000475045224003562,1,"large"
"okhttp3.internal.tls.OkHostnameVerifier",0.367088607594937,0.366499852811304,0.581462677791597,0.511627906976744,"negligible"
"com.google.re2j.Unicode",0.886075949367089,0.886075949367089,NA,0.5,"negligible"
"umd.cs.shop.JSState",0.567857142857143,0.584294871794872,0.0000299850960944949,0.202380952380952,"large"
"us.codecraft.webmagic.Spider",0.683270676691729,0.680868838763576,0.755662232766882,0.430555555555556,"negligible"
"okhttp3.internal.tls.DistinguishedNameParser",0.135149572649573,0.251025641025641,0.00898636450915311,0.269166666666667,"medium"
"com.alibaba.fastjson.util.TypeUtils",0.609601353494766,0.60713647617346,0.815482792703274,0.523399014778325,"negligible"
"okio.Segment",1,1,NA,0.5,"negligible"
"com.google.gson.internal.LinkedTreeMap",0.650949796472185,0.800606343283582,0.000381026788996877,0.153409090909091,"large"
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory",0.723387723387723,0.719298245614035,0.815052237228828,0.521531100478469,"negligible"
"org.la4j.linear.ForwardBackSubstitutionSolver",1,1,NA,0.5,"negligible"
"org.freehep.math.minuit.MnMinos",0.633733239237826,0.917189763399324,0.000000293801679588866,0.0961538461538462,"large"
"com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager",0.502766855977865,0.54716354929711,0.0637153210889186,0.333056478405316,"medium"
"org.la4j.decomposition.SingularValueDecompositor",0.988969521044993,0.994795055302537,0.438352348655623,0.460212201591512,"negligible"
"weka.classifiers.CheckClassifier",0.857033639143731,0.890636376874909,0.00124494720413011,0.223214285714286,"large"
"com.alibaba.fastjson.serializer.StringCodec",0.823426573426573,0.874274661508704,0.0101395901431196,0.268412438625205,"medium"
"org.la4j.matrix.dense.Basic1DMatrix",0.945402298850575,0.96551724137931,0.0159588046653943,0,"large"
"com.soops.CEN4010.JMCA.JParser.JavaCharStream",0.815434681543468,0.847212849237414,0.0169252084089174,0.234767025089606,"large"
"com.alibaba.fastjson.parser.JSONLexerBase",0.240262901655307,0.274663451878642,0.102877197199503,0.232142857142857,"large"
"org.la4j.matrix.sparse.CRSMatrix",0.844282238442822,0.914146680570038,0.129691306516598,0,"large"
