"class","non-adaptive","pdynamosa","p-value","d","magnitude"
"wheel.asm.ClassWriter",313.923076923077,325.5,0.0173681158788854,0.281772575250836,"medium"
"com.google.re2j.RE2",244,242.232558139535,0.468982760693304,0.565614617940199,"negligible"
"okio.Timeout",100.357142857143,100.025,0.804066434510541,0.523214285714286,"negligible"
"org.apache.commons.imaging.common.RationalNumber",70.3333333333333,70.8837209302326,0.813230250770422,0.476744186046512,"negligible"
"com.alibaba.fastjson.JSONArray",447.1875,640.674418604651,0.00000241658810770741,0.0973837209302326,"large"
"okio.ByteString",409.533333333333,420.604651162791,0.0375981347900797,0.317829457364341,"medium"
"org.firebirdsql.encodings.EncodingFactory",138.466666666667,138.372093023256,0.837236563643646,0.518604651162791,"negligible"
"weka.core.FindWithCapabilities",516.090909090909,496.555555555556,0.00428047724910225,0.780808080808081,"large"
"org.apache.commons.jxpath.util.MethodLookupUtils",91,93.275,0.339238338428966,0.415,"small"
"us.codecraft.webmagic.model.PageModelExtractor",46.9166666666667,45.8604651162791,0.301902168507531,0.597868217054264,"small"
"weka.gui.beans.Filter",256.785714285714,278.704545454545,0.0109336076395598,0.271915584415584,"medium"
"umd.cs.shop.JSPredicateForm",189.583333333333,231.921052631579,0.00555942788581842,0.231359649122807,"large"
"com.google.re2j.Utils",107.333333333333,108.142857142857,0.850823237023765,0.481150793650794,"negligible"
"okhttp3.CacheControl",210,205.317073170732,0.323887841253436,0.589721254355401,"small"
"org.apache.bcel.verifier.structurals.InstConstraintVisitor",926.636363636364,1150.43181818182,0.0159726165924898,0.262396694214876,"large"
"com.google.gson.stream.JsonReader",411.142857142857,546.225,0.000000034210477326886,0,"large"
"org.databene.jdbacl.SQLUtil",394.181818181818,425.238095238095,0.000122924261479166,0.12012987012987,"large"
"wheel.asm.ClassReader",311.076923076923,459.642857142857,0.0616865177691726,0.285714285714286,"medium"
"okio.RealBufferedSink",341.545454545455,343.641025641026,0.906742818783152,0.487179487179487,"negligible"
"org.javathena.login.Login",326.285714285714,326.5,0.806164043188899,0.477272727272727,"negligible"
"com.google.gson.internal.LinkedHashTreeMap",255.384615384615,265.102040816327,0.396668916034393,0.422291993720565,"small"
"umd.cs.shop.JSJshop",74.3333333333333,95.44,0.0000417956023526779,0.148666666666667,"large"
"wheel.util.DynamicSelectModel",123.153846153846,139.204081632653,0.00100840339818075,0.20094191522763,"large"
"com.google.re2j.Compiler",116.1,138.243902439024,0.373492419586902,0.592682926829268,"small"
"us.codecraft.webmagic.utils.DoubleKeyMap",99.25,92.3555555555556,0.290169055270659,0.600925925925926,"small"
"com.google.re2j.CharClass",1199.27272727273,1230.07894736842,0.280836901781049,0.391148325358852,"small"
"org.mozilla.javascript.Parser",427,448.634146341463,0.0545508223867327,0.320825515947467,"medium"
"okio.Okio",145.266666666667,139.214285714286,0.26462148009689,0.598412698412698,"small"
"org.objectweb.asm.jip.MethodWriter",596.636363636364,1016.5,0.000000560976893949401,0.00227272727272727,"large"
"com.google.re2j.Regexp",395.4,477.581395348837,0.581951086222492,0.548837209302326,"negligible"
"com.pmdesigns.jvc.tools.JVCParser",124,153.18,0.000820549167839592,0.232222222222222,"large"
"org.databene.jdbacl.DBUtil",358.714285714286,420.093023255814,0.0000012978614055538,0.0656146179401993,"large"
"org.freehep.math.minuit.MnAlgebraicSymMatrix",107.0625,61.4358974358974,0.391232504404676,0.425480769230769,"small"
"com.google.re2j.Simplify",63.8571428571429,50.8292682926829,0.0384439322669429,0.687282229965157,"medium"
"org.apache.commons.imaging.formats.tiff.write.TiffImageWriterBase",133.928571428571,149.047619047619,0.0231155270605322,0.295068027210884,"medium"
"com.alibaba.fastjson.util.ASMUtils",28.5833333333333,28.3333333333333,0.328532718312116,0.583333333333333,"small"
"com.alibaba.fastjson.util.IOUtils",185.636363636364,202.511627906977,0.00472072678947268,0.22093023255814,"large"
"org.la4j.decomposition.EigenDecompositor",57.3333333333333,57.1764705882353,0.277588003317383,0.343137254901961,"small"
"org.jsecurity.web.DefaultWebSecurityManager",158.153846153846,177.533333333333,0.110553572402964,0.352991452991453,"small"
"org.apache.commons.imaging.formats.bmp.BmpImageParser",160.8,177.189189189189,0.00557363771740937,0.210810810810811,"large"
"com.alibaba.fastjson.serializer.DateCodec",187.076923076923,205.085714285714,0.0309047070805122,0.294505494505495,"medium"
"com.google.re2j.Parser",147.923076923077,65.6190476190476,0.190094551234348,0.621794871794872,"small"
"weka.classifiers.Evaluation",735.083333333333,1156.71428571429,0.000000319488714896633,0,"large"
"okio.Buffer",849.153846153846,1094.24390243902,0.000000880839082392714,0.0431519699812383,"large"
"us.codecraft.webmagic.Site",710.8125,708.857142857143,0.0675467840041182,0.65625,"small"
"okhttp3.internal.tls.OkHostnameVerifier",34,34.4883720930233,0.971571702137824,0.496124031007752,"negligible"
"com.google.re2j.Unicode",43.5714285714286,43.8139534883721,0.66484855280167,0.461794019933555,"negligible"
"umd.cs.shop.JSState",144.928571428571,161.410256410256,0.000894991419572518,0.197802197802198,"large"
"us.codecraft.webmagic.Spider",675.75,986.555555555556,0.413986013986014,0.333333333333333,"medium"
"okhttp3.internal.tls.DistinguishedNameParser",10.6666666666667,14.08,0.000661006577758173,0.1825,"large"
"com.alibaba.fastjson.util.TypeUtils",776.785714285714,799.413793103448,0.604193646636248,0.449507389162562,"negligible"
"okio.Segment",113.272727272727,117.694444444444,0.0376257150768769,0.29040404040404,"medium"
"com.google.gson.internal.LinkedTreeMap",250.090909090909,288.125,0.0245396827979976,0.28030303030303,"medium"
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory",53.0909090909091,55.1315789473684,0.421319956668354,0.41866028708134,"small"
"org.la4j.linear.ForwardBackSubstitutionSolver",48.5,56.4117647058824,0.205950957337563,0.205882352941176,"large"
"org.freehep.math.minuit.MnMinos",471.615384615385,765.868421052632,0.00000220483181293685,0.055668016194332,"large"
"com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager",579.071428571429,1465.76744186047,0.000035589934724963,0.128737541528239,"large"
"org.la4j.decomposition.SingularValueDecompositor",41.6923076923077,50.6206896551724,0.945724945407548,0.507957559681698,"negligible"
"weka.classifiers.CheckClassifier",225.75,231.690476190476,0.284465857863882,0.407738095238095,"small"
"com.alibaba.fastjson.serializer.StringCodec",120.692307692308,119.212765957447,0.48927311650533,0.563829787234043,"negligible"
"org.la4j.matrix.dense.Basic1DMatrix",191.666666666667,194.8,1,0.533333333333333,"negligible"
"com.soops.CEN4010.JMCA.JParser.JavaCharStream",580.888888888889,586.741935483871,0.230699448024162,0.365591397849462,"small"
"com.alibaba.fastjson.parser.JSONLexerBase",2004.75,3193.09523809524,0.132332015810277,0.25,"large"
"org.la4j.matrix.sparse.CRSMatrix",2098,2311.78571428571,0.4,0.142857142857143,"large"
